Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change
Pickering,222.9,"$602,700",24.53%,221.8,"$693,100",24.19%,231.7,"$540,100",23.38%,224.3,"$402,600",27.66%,209.3,"$409,800",25.63%
Scugog,192.9,"$503,300",20.49%,198.6,"$514,200",21.10%,191.5,"$400,800",21.90%,-,-,-,-,-,-
Uxbridge,198.0,"$605,500",21.40%,197.4,"$611,300",21.18%,194.3,"$476,800",22.97%,-,-,-,-,-,-
Whitby,221.8,"$579,800",27.91%,223.4,"$641,800",27.66%,229.8,"$506,200",28.88%,201.7,"$366,300",23.82%,186.5,"$363,900",21.82%
Dufferin County,217.4,"$498,300",25.09%,226.9,"$517,100",25.50%,211.2,"$395,800",24.90%,-,-,-,-,-,-
Orangeville,217.4,"$498,300",25.09%,226.9,"$517,100",25.50%,211.2,"$395,800",24.90%,-,-,-,-,-,-
Simcoe County,214.9,"$458,200",24.44%,208.2,"$461,400",25.05%,226.3,"$434,300",24.68%,-,-,-,-,-,-
Adjala-Tosorontio,177.2,"$628,900",17.90%,177.2,"$628,900",17.90%,-,-,-,-,-,-,-,-,-
Bradford West,239.9,"$596,200",24.36%,218.4,"$669,000",26.24%,243.6,"$506,400",25.76%,-,-,-,-,-,-
EGswsiallimbury,211.8,"$496,000",23.35%,206.0,"$521,000",21.68%,214.6,"$365,700",22.63%,-,-,-,-,-,-
Innisfil,211.6,"$391,500",27.16%,211.4,"$391,700",27.04%,236.0,"$367,200",29.10%,-,-,-,-,-,-
New Tecumseth,197.0,"$455,100",21.16%,190.4,"$490,500",20.20%,206.3,"$393,800",21.28%,-,-,-,-,-,-
