Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change
Richmond Hill,187.9,"$680,300 ",9.56%,198,"$838,900 ",10.00%,192.9,"$584,300 ",8.74%,157.4,"$445,000 ",8.85%,151.4,"$315,400 ",2.99%
Vaughan,177.8,"$642,700 ",9.69%,170.3,"$708,700 ",7.38%,181.7,"$553,100 ",9.59%,174.3,"$476,200 ",10.81%,159.3,"$353,500 ",7.27%
Whitchurch-Stouffville,177.2,"$668,100 ",9.79%,176.9,"$678,800 ",9.67%,159.1,"$437,000 ",9.20%,-,-,-,-,-,-
Durham Region,149,"$350,600 ",7.97%,147.8,"$385,400 ",7.33%,153.8,"$308,000 ",7.85%,141.2,"$232,100 ",10.75%,143.7,"$257,100 ",12.53%
Ajax,154.5,"$381,800 ",8.42%,153.5,"$411,100 ",6.89%,160.9,"$346,000 ",7.77%,145.7,"$266,300 ",12.86%,139,"$236,000 ",11.92%
Brock,132.6,"$251,400 ",4.08%,133.2,"$253,100 ",4.14%,144.1,"$229,700 ",9.33%,-,-,-,-,-,-
Clarington,145.5,"$307,900 ",6.20%,141.2,"$339,300 ",4.98%,149.4,"$285,300 ",5.73%,163.4,"$292,500 ",11.69%,144.7,"$204,800 ",14.30%
Oshawa,143.1,"$273,900 ",7.59%,142.3,"$303,000 ",7.56%,148.1,"$248,000 ",7.71%,126.4,"$169,100 ",10.78%,142.5,"$170,500 ",8.37%
Pickering,156.8,"$424,200 ",10.58%,157.8,"$493,600 ",10.35%,161.6,"$376,700 ",10.23%,150.5,"$271,500 ",11.73%,148.4,"$290,600 ",14.77%
Scugog,147.8,"$383,600 ",7.26%,152,"$391,400 ",7.27%,143.5,"$300,300 ",16.67%,-,-,-,-,-,-
Uxbridge,146.8,"$448,900 ",8.90%,147.3,"$456,200 ",8.15%,143.5,"$352,100 ",9.96%,-,-,-,-,-,-
Whitby,149.3,"$389,600 ",7.33%,149.5,"$429,500 ",7.40%,151.9,"$335,100 ",8.04%,139.8,"$256,300 ",4.48%,140,"$273,100 ",9.29%
Dufferin County,155,"$355,200 ",6.02%,159.4,"$363,200 ",6.41%,152.4,"$285,700 ",3.81%,-,-,-,-,-,-
Orangeville,155,"$355,200 ",6.02%,159.4,"$363,200 ",6.41%,152.4,"$285,700 ",3.81%,-,-,-,-,-,-
Simcoe County,149.1,"$316,900 ",4.19%,144.8,"$319,400 ",3.35%,155.2,"$298,000 ",5.94%,-,-,-,-,-,-
Adjala-Tosorontio,134.5,"$423,600 ",6.32%,134.4,"$423,800 ",6.25%,-,-,-,-,-,-,-,-,-
Bradford West Gwillimbury,165.4,"$411,100 ",6.71%,149.8,"$458,900 ",7.15%,169.7,"$352,800 ",6.06%,-,-,-,-,-,-
Essa,146.4,"$332,000 ",4.42%,143.9,"$355,900 ",5.11%,147.9,"$252,000 ",3.57%,-,-,-,-,-,-
Innisfil,147.1,"$272,500 ",1.45%,147.5,"$273,800 ",0.82%,158.1,"$245,900 ",8.29%,-,-,-,-,-,-
New Tecumseth,136.3,"$314,800 ",4.93%,133.1,"$342,800 ",4.72%,142.7,"$273,000 ",5.70%,-,-,-,-,-,-
