Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change
Clarington,146.8,"$310,600",6.53%,142.4,"$342,200",5.64%,150.0,"$286,400",6.91%,162.3,"$290,500",8.06%,153.0,"$216,500",14.52%
Oshawa,147.0,"$281,300",10.03%,145.0,"$308,700",8.86%,153.9,"$257,700",12.01%,128.5,"$171,900",10.02%,149.6,"$179,000",10.73%
Pickering,164.6,"$445,300",11.22%,164.9,"$515,800",9.71%,170.0,"$396,200",11.77%,160.6,"$289,700",15.62%,156.7,"$306,800",15.39%
Scugog,154.2,"$400,200",12.06%,158.5,"$408,100",11.78%,146.0,"$305,600",12.48%,-,-,-,-,-,-
Uxbridge,149.2,"$456,200",10.52%,150.1,"$464,900",10.21%,144.7,"$355,100",9.21%,-,-,-,-,-,-
Whitby,155.1,"$404,700",10.79%,156.9,"$450,700",12.23%,157.7,"$347,900",11.21%,146.4,"$268,400",8.61%,147.0,"$286,700",11.87%
Dufferin County,155.6,"$356,600",5.21%,161.5,"$368,000",5.97%,152.6,"$286,000",3.81%,-,-,-,-,-,-
Orangeville,155.6,"$356,600",5.21%,161.5,"$368,000",5.97%,152.6,"$286,000",3.81%,-,-,-,-,-,-
Simcoe County,151.8,"$322,600",6.53%,147.8,"$326,000",6.64%,157.1,"$301,700",5.51%,-,-,-,-,-,-
Adjala-Tosorontio,139.6,"$439,700",5.52%,139.5,"$439,900",5.44%,-,-,-,-,-,-,-,-,-
Bradford West Gwillimbury,168.9,"$419,800",8.97%,153.7,"$470,800",10.18%,172.4,"$358,400",7.08%,-,-,-,-,-,-
Essa,145.6,"$330,200",2.39%,143.0,"$353,700",2.07%,148.2,"$252,500",2.49%,-,-,-,-,-,-
Innisfil,151.4,"$280,500",8.07%,151.6,"$281,400",7.37%,163.5,"$254,300",11.30%,-,-,-,-,-,-
New Tecumseth,135.9,"$313,900",1.27%,132.4,"$341,000",0.91%,142.4,"$272,400",1.64%,-,-,-,-,-,-
