Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change
East Gwillimbury,226.4,"$773,600",-6.21%,229.6,"$818,300",-5.98%,236.5,"$494,700",-4.87%,-,-,-,-,-,-
Georgina,230.6,"$439,400",-4.39%,236.6,"$446,100",-4.52%,239.7,"$472,600",-0.42%,-,-,-,-,-,-
King,228.8,"$957,200",-3.83%,229.9,"$956,400",-4.17%,226.5,"$530,400",-8.30%,-,-,-,228.0,"$623,600",19.87%
Markham,263.0,"$911,400",-3.66%,283.1,"$1,164,700",-7.18%,264.4,"$790,700",-6.67%,233.9,"$617,400",7.54%,209.3,"$501,000",17.92%
Newmarket,232.3,"$684,500",-8.51%,233.6,"$787,400",-9.74%,230.8,"$543,600",-10.75%,229.2,"$475,900",-2.43%,258.4,"$435,300",10.29%
Richmond Hill,274.2,"$985,100",-6.61%,291.3,"$1,237,900",-9.70%,269.2,"$818,100",-9.24%,238.2,"$603,200",6.01%,224.9,"$457,700",16.17%
Vaughan,250.5,"$906,000",-1.11%,244.2,"$1,015,100",-3.82%,256.2,"$776,100",-5.32%,261.5,"$711,000",4.52%,219.6,"$506,700",20.33%
Whitchurch-Stouffville,259.9,"$895,600",-7.01%,260.5,"$934,500",-7.85%,230.4,"$632,900",-4.32%,206.8,"$371,200",-0.14%,248.1,"$551,300",6.07%
Durham Region,234.8,"$548,400",2.89%,231.1,"$600,600",2.26%,239.4,"$478,100",2.44%,238.9,"$378,900",3.78%,237.0,"$404,100",17.15%
Ajax,237.1,"$584,100",2.07%,237.3,"$636,600",1.24%,239.1,"$516,000",1.14%,223.8,"$409,100",2.90%,222.9,"$361,300",21.41%
Brock,195.8,"$356,200",12.92%,197.2,"$359,900",13.01%,-,-,-,-,-,-,-,-,-
Clarington,230.9,"$487,400",3.68%,223.9,"$539,200",3.42%,228.2,"$435,900",3.40%,272.0,"$426,100",3.90%,214.3,"$317,700",18.07%
Oshawa,239.6,"$456,200",2.74%,232.5,"$496,200",1.93%,252.1,"$421,900",3.87%,260.7,"$323,800",3.45%,227.8,"$267,100",16.17%
Pickering,240.6,"$645,200",4.43%,236.1,"$735,400",2.97%,243.5,"$568,200",3.97%,229.3,"$409,400",2.78%,272.0,"$505,600",15.89%
Scugog,220.5,"$575,700",9.87%,227.4,"$589,100",10.17%,212.6,"$444,900",7.43%,-,-,-,-,-,-
Uxbridge,226.6,"$692,600",11.08%,225.5,"$696,300",11.36%,221.3,"$543,000",11.26%,-,-,-,-,-,-
Whitby,231.6,"$603,100",-0.30%,232.2,"$667,800",-1.40%,234.7,"$517,000",0.30%,200.6,"$365,300",2.50%,223.0,"$404,200",15.54%
Dufferin County,252.1,"$577,900",11.45%,262.9,"$599,100",11.30%,244.1,"$457,400",10.00%,-,-,-,-,-,-
Orangeville,252.1,"$577,900",11.45%,262.9,"$599,100",11.30%,244.1,"$457,400",10.00%,-,-,-,-,-,-
Simcoe County,242.7,"$544,800",-3.80%,237.6,"$552,400",-4.62%,251.1,"$470,500",1.87%,-,-,-,-,-,-
Adjala-Tosorontio,217.9,"$655,700",-10.29%,217.8,"$656,900",-10.33%,-,-,-,-,-,-,-,-,-
Bradford West,251.4,"$612,700",-4.19%,237.3,"$649,100",-3.97%,259.6,"$539,600",0.27%,-,-,-,-,-,-
GEswsiallimbury,247.2,"$472,300",-1.28%,242.3,"$483,200",-5.24%,258.2,"$402,100",6.69%,-,-,-,-,-,-
Innisfil,252.9,"$489,600",-4.06%,252.9,"$488,800",-4.49%,252.8,"$386,500",3.65%,-,-,-,-,-,-
New Tecumseth,222.2,"$528,000",-2.76%,216.4,"$548,500",-5.05%,231.1,"$418,800",-0.56%,-,-,-,-,-,-
