Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change
Vaughan,250.6,"$906,400",-5.40%,243.7,"$1,013,000",-6.95%,255.3,"$773,400",-6.14%,264.8,"$720,000",-8.34%,223.4,"$515,500",3.76%
Whitchurch-Stouffville,251.4,"$866,300",-9.89%,251.8,"$903,300",-10.77%,223.5,"$613,900",-5.42%,209.3,"$375,700",-15.71%,255.8,"$568,400",-3.83%
Durham Region,236.9,"$553,300",-4.17%,232.6,"$604,500",-4.63%,243.0,"$485,300",-3.30%,238.4,"$378,100",-5.10%,241.5,"$411,800",0.42%
Ajax,239.0,"$588,800",-6.13%,238.2,"$639,000",-6.33%,242.8,"$523,900",-7.08%,223.5,"$408,500",-6.60%,229.6,"$372,200",3.19%
Brock,195.0,"$354,700",-4.18%,196.2,"$358,100",-4.11%,-,-,-,-,-,-,-,-,-
Clarington,233.3,"$492,500",0.69%,226.8,"$546,200",0.18%,228.2,"$435,900",2.33%,271.1,"$424,700",-1.99%,218.9,"$324,500",1.53%
Oshawa,239.7,"$456,400",-4.43%,231.3,"$493,600",-5.40%,257.4,"$430,800",-1.98%,259.2,"$321,900",-2.37%,232.4,"$272,500",1.44%
Pickering,243.3,"$652,500",-5.04%,238.4,"$742,500",-5.58%,246.5,"$575,200",-5.27%,230.8,"$412,100",-5.68%,276.2,"$513,400",-1.81%
Scugog,222.5,"$580,900",-5.24%,230.0,"$595,800",-5.00%,206.6,"$432,400",-9.90%,-,-,-,-,-,-
Uxbridge,221.1,"$675,800",-6.47%,220.0,"$679,400",-6.34%,220.9,"$542,100",-5.64%,-,-,-,-,-,-
Whitby,237.1,"$617,400",-4.82%,238.5,"$685,900",-4.68%,240.9,"$530,700",-3.95%,195.2,"$355,400",-14.91%,226.3,"$410,200",0.98%
Dufferin County,257.6,"$590,500",1.34%,268.5,"$611,900",1.09%,249.9,"$468,300",1.30%,-,-,-,-,-,-
Orangeville,257.6,"$590,500",1.34%,268.5,"$611,900",1.09%,249.9,"$468,300",1.30%,-,-,-,-,-,-
Simcoe County,239.8,"$538,300",-6.47%,235.0,"$546,300",-6.60%,249.9,"$468,300",-3.44%,-,-,-,-,-,-
Adjala-Tosorontio,210.1,"$632,200",-9.79%,209.8,"$632,800",-9.88%,-,-,-,-,-,-,-,-,-
Bradford West,249.3,"$607,600",-8.88%,232.0,"$634,600",-9.73%,259.3,"$538,900",-5.09%,-,-,-,-,-,-
GEswsiallimbury,249.7,"$477,000",-0.24%,246.0,"$490,500",-1.99%,256.6,"$399,600",1.74%,-,-,-,-,-,-
Innisfil,244.2,"$472,700",-8.81%,245.0,"$473,500",-8.27%,245.6,"$375,500",-7.84%,-,-,-,-,-,-
New Tecumseth,217.0,"$515,600",-5.61%,211.7,"$536,500",-7.47%,229.2,"$415,400",-4.18%,-,-,-,-,-,-
