Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change
Toronto C08,294.5,"770,100",1.45%,317.3,"1,857,900",10.21%,316.5,"1,509,900",11.92%,305.7,"790,600",6.18%,292.2,"631,600",0.52%
Toronto C09,208.9,"1,486,300",7.18%,153.8,"1,932,000",8.31%,164.6,"1,339,400",6.40%,282.7,"1,669,600",4.20%,241.9,"801,400",7.27%
Toronto C10,295.6,"1,168,400",4.19%,277.2,"1,711,400",4.72%,266.5,"1,316,600",5.25%,277.0,"928,500",9.06%,305.6,"729,800",3.28%
Toronto C11,303.4,"1,074,300",8.98%,230.2,"1,568,100",8.02%,263.7,"1,223,600",7.85%,260.9,"452,000",15.49%,359.7,"522,300",9.90%
Toronto C12,240.1,"2,048,500",11.05%,218.7,"2,343,900",8.86%,298.3,"1,248,500",18.19%,218.8,"875,400",10.51%,298.1,"934,600",11.52%
Toronto C13,283.5,"1,030,100",8.21%,273.1,"1,456,400",9.59%,249.7,"796,700",11.72%,267.8,"774,200",14.74%,294.7,"602,100",6.47%
Toronto C14,289.8,"947,700",5.50%,281.9,"1,524,900",7.72%,216.6,"1,054,800",2.85%,320.0,"861,800",6.67%,288.8,"727,300",4.90%
Toronto C15,273.2,"886,600",11.33%,307.9,"1,445,700",9.22%,253.7,"824,800",10.79%,298.2,"713,700",11.60%,259.4,"603,200",11.81%
Toronto E01,387.2,"1,205,800",9.91%,379.3,"1,338,400",11.26%,389.1,"1,227,400",10.95%,436.9,"799,100",10.44%,370.9,"812,400",5.88%
Toronto E02,318.8,"1,193,900",5.42%,282.4,"1,286,600",7.54%,344.9,"1,154,900",7.38%,341.4,"983,300",3.67%,272.1,"743,900",-4.63%
Toronto E03,308.0,"947,400",13.40%,314.3,"1,059,700",13.34%,291.8,"955,600",14.70%,-,-,-,300.5,"439,100",8.33%
Toronto E04,319.1,"788,600",15.70%,293.0,"863,800",15.99%,310.1,"747,300",15.67%,280.7,"608,500",6.25%,379.9,"585,000",18.87%
Toronto E05,284.9,"747,500",12.65%,290.8,"1,024,100",13.51%,282.6,"778,800",14.65%,290.2,"631,100",11.92%,277.2,"544,500",11.68%
Toronto E06,307.9,"858,600",15.36%,316.8,"904,900",20.05%,315.7,"750,800",19.27%,-,-,-,261.8,"553,600",-4.63%
Toronto E07,303.3,"743,500",11.06%,301.8,"989,200",11.65%,294.7,"770,600",13.65%,298.9,"647,500",8.77%,306.2,"524,400",10.78%
Toronto E08,314.3,"758,400",14.83%,295.0,"919,500",16.19%,267.3,"693,000",19.06%,321.7,"656,600",12.72%,349.1,"556,900",13.64%
Toronto E09,301.6,"721,100",13.64%,293.5,"833,300",15.55%,288.6,"705,800",16.70%,328.1,"609,700",10.03%,306.9,"575,700",12.75%
Toronto E10,305.2,"855,300",15.00%,285.2,"913,800",13.58%,288.6,"748,400",15.86%,365.0,"637,200",16.13%,309.9,"500,000",16.29%
Toronto E11,320.6,"701,200",13.69%,311.2,"865,500",11.74%,314.0,"711,300",12.54%,251.2,"493,000",14.39%,392.2,"585,300",16.94%
