Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change
Aurora,288.8,"953,100",13.75%,289.8,"1,088,800",14.09%,297.5,"767,200",14.69%,277.0,"758,100",12.97%,242.1,"555,100",7.89%
East Gwillimbury,264.2,"902,700",19.06%,267.2,"952,300",18.13%,280.9,"587,600",21.18%,-,-,-,-,-,-
Georgina,288.2,"548,600",20.28%,294.6,"554,900",19.90%,292.8,"577,100",22.36%,-,-,-,-,-,-
King,257.4,"1,076,900",11.82%,258.6,"1,075,800",12.14%,257.2,"602,400",12.66%,-,-,-,250.3,"684,600",5.08%
Markham,292.7,"1,017,200",10.08%,311.8,"1,286,100",10.92%,298.6,"890,500",11.17%,261.4,"698,000",10.02%,252.7,"604,400",6.58%
Newmarket,267.1,"787,700",14.73%,270.0,"910,000",15.48%,268.2,"631,700",16.05%,256.7,"533,000",10.79%,267.8,"477,400",8.73%
Richmond Hill,297.4,"1,070,200",9.86%,316.1,"1,343,300",9.49%,299.8,"911,200",11.57%,260.6,"660,700",8.04%,256.1,"536,400",8.43%
Vaughan,283.1,"1,023,700",10.89%,274.6,"1,141,400",11.17%,291.4,"882,700",12.29%,309.9,"875,500",15.81%,248.3,"572,900",5.98%
Whitchurch-Stouffville,298.8,"1,041,400",13.83%,300.0,"1,106,600",14.20%,302.1,"753,800",14.17%,254.8,"457,400",13.85%,239.6,"618,400",8.56%
Durham Region,296.3,"691,000",19.91%,288.0,"747,900",19.70%,308.0,"615,100",21.55%,327.3,"509,200",21.00%,288.3,"489,200",15.88%
Ajax,293.0,"722,000",18.15%,289.4,"776,400",18.32%,300.7,"648,900",19.47%,307.5,"565,200",18.54%,277.1,"449,200",15.27%
Brock,264.6,"458,200",20.05%,266.4,"461,600",20.22%,292.1,"500,700",27.00%,-,-,-,-,-,-
Clarington,299.1,"631,500",23.19%,288.6,"695,100",22.81%,302.4,"577,700",26.53%,330.5,"517,800",19.88%,263.9,"390,800",16.51%
Oshawa,309.5,"590,200",22.53%,295.1,"629,800",22.19%,332.2,"556,000",23.22%,353.8,"440,600",24.93%,287.1,"398,000",16.28%
Pickering,294.6,"786,700",16.81%,281.0,"875,400",16.02%,302.1,"704,900",17.46%,316.8,"542,500",18.25%,328.9,"613,600",16.96%
Scugog,265.8,"682,100",11.26%,274.7,"698,800",11.21%,261.5,"547,300",20.45%,-,-,-,-,-,-
Uxbridge,267.7,"840,200",17.05%,271.4,"869,900",17.03%,280.4,"682,700",16.30%,-,-,-,-,-,-
Whitby,290.3,"753,900",18.54%,288.2,"828,900",18.65%,300.9,"662,900",20.46%,290.6,"488,300",16.89%,258.5,"468,300",13.33%
Dufferin County,313.0,"717,400",17.18%,326.1,"743,200",17.01%,311.8,"584,300",19.28%,-,-,-,-,-,-
Orangeville,313.0,"717,400",17.18%,326.1,"743,200",17.01%,311.8,"584,300",19.28%,-,-,-,-,-,-
Simcoe County,304.6,"667,300",22.72%,277.5,"625,500",16.21%,316.9,"587,300",28.56%,-,-,-,-,-,-
Adjala-Tosorontio,279.9,"842,300",19.46%,280.3,"845,500",19.63%,-,-,-,-,-,-,-,-,-
Bradford West Gwillimbury,310.5,"756,600",21.24%,289.6,"792,100",24.51%,327.4,"680,300",19.93%,-,-,-,-,-,-
Essa,321.4,"623,000",29.49%,312.0,"629,500",16.07%,331.7,"515,100",24.19%,-,-,-,-,-,-
Innisfil,315.7,"608,800",13.48%,305.8,"588,800",19.59%,326.0,"498,500",26.95%,-,-,-,-,-,-
Barrie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
New Tecumseth,274.1,"651,300",17.74%,270.4,"685,800",19.49%,303.0,"549,300",23.07%,-,-,-,-,-,-
