Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change
Georgina,238.1,"$494,400",31.77%,249.5,"$516,300",30.97%,240.8,"$474,700",24.12%,-,-,-,-,-,-
King,239.2,"$1,001,300",26.96%,239.8,"$997,500",26.61%,247.0,"$578,500",22.52%,-,-,-,-,-,-
Markham,280.3,"$971,700",25.53%,305.1,"$1,255,200",30.78%,283.2,"$847,000",23.72%,217.9,"$553,900",11.46%,197.4,"$478,100",16.25%
Newmarket,252.6,"$744,800",29.21%,258.8,"$872,300",30.64%,258.6,"$609,100",27.45%,223.9,"$455,300",13.31%,206.6,"$348,500",16.99%
Richmond Hill,293.0,"$1,059,700",29.25%,322.6,"$1,370,900",31.89%,296.5,"$901,100",28.30%,205.3,"$568,200",12.37%,188.4,"$391,200",15.87%
Vaughan,257.0,"$928,300",23.32%,254.0,"$1,055,900",25.56%,270.7,"$820,000",24.12%,245.1,"$667,100",23.04%,199.1,"$443,400",13.71%
Whitchurch-Stouffville,271.9,"$955,600",25.24%,271.3,"$976,900",25.43%,240.8,"$661,400",22.92%,-,-,-,-,-,-
Durham Region,227.8,"$533,300",27.69%,225.9,"$587,300",27.56%,235.8,"$471,000",25.76%,208.4,"$338,500",25.85%,203.0,"$364,500",28.24%
Ajax,236.3,"$583,000",24.96%,234.7,"$629,100",24.97%,244.9,"$526,600",23.19%,218.1,"$398,600",23.22%,191.0,"$324,000",27.59%
Brock,173.5,"$315,600",19.57%,174.5,"$318,500",19.60%,-,-,-,-,-,-,-,-,-
Clarington,222.3,"$469,200",25.03%,216.5,"$521,400",25.43%,220.7,"$421,600",18.34%,208.8,"$326,800",20.69%,209.8,"$296,900",33.89%
Oshawa,229.5,"$439,100",30.69%,227.4,"$484,500",29.72%,242.1,"$406,600",31.65%,197.7,"$266,600",34.67%,189.8,"$231,000",23.01%
Pickering,229.9,"$619,000",27.02%,230.5,"$721,500",27.70%,236.7,"$551,500",27.60%,223.2,"$398,500",22.70%,217.1,"$428,200",30.00%
Scugog,200.6,"$523,800",24.21%,206.4,"$534,700",24.34%,197.9,"$414,200",26.13%,-,-,-,-,-,-
Uxbridge,203.9,"$623,200",18.41%,202.5,"$625,300",18.21%,198.9,"$488,100",22.70%,-,-,-,-,-,-
Whitby,232.4,"$605,800",31.15%,235.5,"$677,300",31.71%,234.0,"$515,500",27.73%,195.4,"$355,800",19.95%,192.5,"$370,400",25.24%
Dufferin County,226.1,"$518,300",24.44%,236.2,"$538,300",24.45%,221.9,"$415,800",25.23%,-,-,-,-,-,-
Orangeville,226.1,"$518,300",24.44%,236.2,"$538,300",24.45%,221.9,"$415,800",25.23%,-,-,-,-,-,-
Simcoe County,227.8,"$488,000",29.43%,219.1,"$488,300",29.64%,233.1,"$443,300",25.80%,-,-,-,-,-,-
Adjala-Tosorontio,189.5,"$672,500",29.71%,189.5,"$672,500",29.71%,-,-,-,-,-,-,-,-,-
Bradford West,254.0,"$627,800",24.75%,229.8,"$701,000",23.75%,254.8,"$529,700",22.68%,-,-,-,-,-,-
EGswsiallimbury,223.9,"$511,800",31.63%,217.1,"$533,700",30.78%,222.1,"$378,400",30.34%,-,-,-,-,-,-
Innisfil,221.3,"$406,900",32.51%,220.9,"$406,600",32.35%,234.4,"$364,600",27.32%,-,-,-,-,-,-
New Tecumseth,207.9,"$481,300",30.92%,203.2,"$523,800",31.78%,209.5,"$400,100",25.90%,-,-,-,-,-,-
