Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change,year,month
Markham,160.8,"$553,900 ",3.54%,164.3,"$675,700 ",4.65%,161.9,"$482,100 ",5.54%,148,"$367,700 ",1.09%,148.5,"$343,400 ",-3.82%,2012,12
Newmarket,141.3,"$416,700 ",3.06%,138.3,"$465,600 ",3.98%,147.1,"$346,700 ",5.22%,155.5,"$314,000 ",13.01%,144.6,"$243,500 ",-5.24%,2012,12
Richmond Hill,162.8,"$589,500 ",5.71%,170.4,"$721,900 ",5.97%,167.1,"$506,200 ",6.50%,138,"$390,200 ",3.68%,144.4,"$300,800 ",0.84%,2012,12
Vaughan,154.1,"$557,000 ",3.22%,151.0,"$628,400 ",3.57%,157.6,"$479,800 ",5.49%,150,"$409,800 ",4.02%,137.8,"$305,800 ",0.29%,2012,12
Whitchurch-Stouffville,154.7,"$583,300 ",7.88%,154.9,"$594,400 ",8.63%,139.2,"$382,300 ",5.14%,-,-,-,-,-,-,2012,12
Durham Region,130.9,"$308,000 ",5.65%,130.5,"$340,300 ",6.10%,134.6,"$269,600 ",6.07%,123.1,"$202,300 ",3.71%,125.5,"$224,500 ",4.58%,2012,12
Ajax,135.9,"$335,800 ",5.02%,137.3,"$367,700 ",5.45%,142,"$305,400 ",5.89%,127.2,"$232,500 ",2.91%,121.9,"$207,000 ",1.50%,2012,12
Brock,115.3,"$218,600 ",-0.43%,115.5,"$219,500 ",-0.26%,130.1,"$207,300 ",4.58%,-,-,-,-,-,-,2012,12
Clarington,128.1,"$271,000 ",5.17%,125.4,"$301,400 ",5.56%,131.2,"$250,500 ",6.67%,136.1,"$243,600 ",4.45%,124.1,"$175,600 ",4.37%,2012,12
Oshawa,123.6,"$236,500 ",6.00%,123.1,"$262,100 ",5.94%,127.3,"$213,200 ",6.08%,107.2,"$143,400 ",3.28%,132.3,"$158,300 ",-1.19%,2012,12
Pickering,137.8,"$372,800 ",5.67%,139.1,"$435,100 ",5.38%,141.8,"$330,500 ",6.38%,133.4,"$240,700 ",4.14%,125.5,"$245,700 ",8.85%,2012,12
Scugog,128.0,"$332,200 ",5.26%,131.6,"$338,900 ",7.96%,122.8,"$257,000 ",6.50%,-,-,-,-,-,-,2012,12
Uxbridge,123.9,"$378,800 ",6.44%,124.9,"$386,900 ",3.74%,123.5,"$303,000 ",5.47%,-,-,-,-,-,-,2012,12
Whitby,134.3,"$350,400 ",6.50%,133.8,"$384,400 ",8.25%,133.4,"$294,300 ",5.54%,126.8,"$232,500 ",4.71%,128.3,"$250,300 ",4.14%,2012,12
Dufferin County,140.5,"$322,000 ",8.08%,144.2,"$328,600 ",4.57%,142.8,"$267,700 ",6.97%,-,-,-,-,-,-,2012,12
Orangeville,140.5,"$322,000 ",8.08%,144.2,"$328,600 ",4.57%,142.8,"$267,700 ",6.97%,-,-,-,-,-,-,2012,12
Simcoe County,135.0,"$286,900 ",4.65%,131.7,"$290,500 ",3.46%,141.4,"$271,500 ",7.45%,-,-,-,-,-,-,2012,12
Adjala-Tosorontio,123.8,"$389,900 ",-0.32%,123.5,"$389,400 ",-0.24%,-,-,-,-,-,-,-,-,-,2012,12
Bradford West Gwillimbury,146.3,"$363,600 ",8.61%,131.8,"$403,700 ",7.15%,151.3,"$314,600 ",9.72%,-,-,-,-,-,-,2012,12
Essa,134.8,"$305,700 ",6.90%,132.0,"$326,500 ",4.85%,138.6,"$236,100 ",7.78%,-,-,-,-,-,-,2012,12
Innisfil,135.0,"$250,100 ",1.66%,135.4,"$251,300 ",1.58%,143.8,"$223,700 ",3.38%,-,-,-,-,-,-,2012,12
New Tecumseth,126.1,"$291,300 ",6.59%,123.4,"$317,800 ",5.65%,131.6,"$251,700 ",7.34%,-,-,-,-,-,-,2012,12
