Toronto C04,153.0,"$947,900 6.62%",155.6,"$1,087,700 9.27%",155.6,"$743,900 11.86%",148.9,"$556,300 0.61%",141.8,"$337,100 -3.14%"
Toronto C06,155.5,"$615,300 6.73%",157.6,"$674,600 6.49%",152.3,"$560,100 9.65%",136.0,"$371,100 3.66%",153.0,"$338,300 7.67%"
Toronto C07,152.3,"$523,100 0.93%",163.1,"$746,600 5.57%",150.4,"$534,500 5.32%",128.5,"$377,200 4.47%",147.4,"$347,200 -3.09%"
Toronto C08,157.5,"$405,500 -3.26%",150.7,"$468,400 0.00%",153.1,"$633,700 0.53%",161.2,"$488,900 -11.48%",158.5,"$349,600 -3.59%"
Toronto C09,123.3,"$915,600 -5.88%",120.1,"$1,508,700 -1.56%",135.5,"$1,102,600 -3.97%",167.8,"$866,100 8.68%",120.6,"$399,600 -12.23%"
Toronto C10,170.6,"$665,500 4.73%",149.2,"$915,600 3.68%",157.0,"$775,400 2.95%",224.0,"$513,700 4.43%",176.4,"$422,700 4.69%"
Toronto C11,129.3,"$463,300 -7.97%",145.3,"$972,800 0.48%",157.0,"$688,900 1.88%",105.2,"$167,800 -3.22%",114.7,"$163,300 -16.46%"
Toronto C12,146.4,"$1,254,700 -2.33%",139.1,"$1,494,900 -0.29%",154.9,"$669,300 4.87%",143.5,"$486,100 -1.37%",167.7,"$527,500 -6.99%"
Toronto C13,145.3,"$536,000 3.56%",150.6,"$806,900 4.87%",147.3,"$472,600 6.97%",137.4,"$391,300 -2.07%",139.6,"$276,200 0.79%"
Toronto C14,161.6,"$549,200 3.26%",170.6,"$925,600 5.77%",170.9,"$833,700 4.98%",184.6,"$623,800 13.11%",156.6,"$393,800 1.49%"
Toronto C15,153.7,"$513,900 4.34%",169.1,"$792,700 9.88%",156.3,"$510,100 6.98%",159.4,"$392,700 3.91%",137.1,"$320,400 -1.01%"
Toronto E01,181.2,"$562,800 9.09%",179.0,"$603,000 9.95%",185.1,"$580,700 11.84%",188.0,"$380,200 -7.11%",175.6,"$416,500 -6.40%"
Toronto E02,162.6,"$604,800 5.45%",157.9,"$695,400 6.47%",168.7,"$562,700 5.64%",150.6,"$503,400 -5.88%",158.7,"$420,000 3.59%"
Toronto E03,156.7,"$482,700 7.62%",160.1,"$537,900 8.40%",154.9,"$504,400 7.05%",-,- -,132.1,"$197,600 3.93%"
Toronto E04,150.7,"$378,300 12.04%",153.8,"$454,100 9.16%",151.8,"$368,300 8.58%",155.9,"$336,900 5.27%",151.0,"$228,700 22.76%"
Toronto E05,142.3,"$380,500 0.64%",155.0,"$547,300 3.75%",153.3,"$422,500 3.16%",143.7,"$312,400 6.37%",128.9,"$253,200 -5.15%"
Toronto E06,164.0,"$463,400 12.10%",164.5,"$470,100 13.84%",167.0,"$395,000 7.67%",-,- -,145.0,"$319,700 2.26%"
Toronto E07,147.8,"$364,400 3.21%",153.9,"$503,700 2.87%",154.6,"$404,100 5.24%",147.6,"$319,200 2.22%",132.7,"$227,200 -1.26%"
Toronto E08,144.5,"$354,100 5.86%",156.8,"$489,500 12.16%",148.1,"$379,000 3.35%",149.8,"$303,300 12.80%",119.7,"$191,100 -7.42%"
Toronto E09,137.9,"$333,000 3.61%",146.8,"$417,800 6.61%",142.0,"$348,500 5.03%",131.9,"$243,100 4.27%",129.0,"$241,900 0.00%"
Toronto E10,146.8,"$415,600 5.23%",149.6,"$478,900 6.70%",151.0,"$392,700 6.71%",138.6,"$242,700 10.44%",102.2,"$164,700 -19.15%"
Toronto E11,143.0,"$315,300 7.84%",154.9,"$430,200 8.78%",145.9,"$331,100 6.73%",113.2,"$222,400 -0.88%",132.9,"$198,400 12.25%"
