Toronto C04,156.1,"$967,100 6.63%",157.5,"$1,101,000 7.29%",154.8,"$740,100 4.81%",151.0,"$564,100 8.24%",151.4,"$359,900 7.45%"
Toronto C06,159.5,"$631,200 10.76%",164.4,"$703,700 13.15%",153.7,"$565,200 14.70%",135.5,"$369,700 1.88%",151.4,"$334,800 7.00%"
Toronto C07,156.3,"$536,800 3.03%",171.8,"$786,500 13.10%",160.3,"$569,700 16.08%",127.2,"$373,400 0.63%",148.9,"$350,700 -4.67%"
Toronto C08,167.7,"$431,800 4.29%",158.4,"$492,300 3.26%",157.3,"$651,100 3.22%",175.1,"$531,000 0.57%",169.2,"$373,200 4.19%"
Toronto C09,133.7,"$992,900 -4.43%",126.5,"$1,589,000 -5.53%",143.7,"$1,169,400 1.70%",170.4,"$879,600 17.84%",136.2,"$451,300 -5.42%"
Toronto C10,173.8,"$678,000 5.91%",159.2,"$976,900 3.04%",168.7,"$833,200 2.18%",221.4,"$507,700 7.37%",175.9,"$421,500 7.13%"
Toronto C11,137.0,"$490,900 -2.63%",155.1,"$1,038,400 7.86%",164.5,"$721,800 9.38%",114.0,"$181,800 4.40%",122.0,"$173,600 -11.40%"
Toronto C12,152.2,"$1,304,400 -5.70%",147.3,"$1,583,100 1.52%",159.3,"$688,300 2.71%",139.1,"$471,200 -39.44%",170.8,"$537,200 -2.18%"
Toronto C13,149.8,"$552,600 6.09%",160.3,"$858,900 10.40%",156.2,"$501,200 15.36%",162.7,"$463,300 11.36%",138.4,"$273,800 -1.35%"
Toronto C14,166.7,"$566,500 8.18%",182.3,"$989,000 14.44%",185.8,"$906,400 18.72%",188.9,"$638,300 25.68%",159.2,"$400,400 4.26%"
Toronto C15,154.5,"$516,500 7.29%",177.7,"$833,000 13.40%",161.5,"$527,000 12.94%",165.9,"$408,700 10.45%",127.8,"$298,700 -3.77%"
Toronto E01,180.7,"$561,200 8.07%",180.3,"$607,400 11.71%",180.3,"$565,700 8.48%",183.1,"$370,300 -15.51%",188.6,"$447,400 -1.82%"
Toronto E02,167.9,"$624,600 10.39%",164.0,"$722,300 13.10%",173.4,"$578,300 10.66%",166.5,"$556,600 -2.80%",167.8,"$444,100 7.63%"
Toronto E03,163.3,"$503,000 12.23%",169.5,"$569,400 15.62%",154.4,"$502,800 6.12%",-,- -,139.3,"$208,400 5.37%"
Toronto E04,148.9,"$373,800 9.81%",157.3,"$464,500 12.36%",152.6,"$370,300 7.09%",153.8,"$332,400 7.40%",136.8,"$207,200 9.79%"
Toronto E05,143.1,"$382,700 3.55%",158.7,"$560,400 9.90%",156.7,"$431,900 7.48%",140.4,"$305,200 7.26%",127.3,"$250,100 -5.84%"
Toronto E06,169.1,"$477,800 13.64%",169.9,"$485,600 13.57%",171.9,"$406,600 12.87%",-,- -,153.1,"$337,600 5.95%"
Toronto E07,149.6,"$368,800 10.49%",161.0,"$526,900 11.42%",159.3,"$416,400 12.26%",151.5,"$327,600 12.98%",128.0,"$219,200 4.07%"
Toronto E08,147.4,"$361,200 9.02%",160.9,"$502,300 13.07%",152.8,"$391,100 5.16%",146.3,"$296,200 10.17%",120.0,"$191,600 -1.23%"
Toronto E09,140.9,"$340,200 6.10%",150.2,"$427,500 8.53%",146.7,"$360,000 8.75%",131.5,"$242,300 8.05%",132.0,"$247,600 2.48%"
Toronto E10,146.7,"$415,300 8.51%",149.4,"$478,200 9.45%",152.1,"$395,600 9.90%",139.5,"$244,300 13.32%",98.3,"$158,400 -13.92%"
Toronto E11,137.9,"$304,000 3.68%",152.1,"$422,400 6.29%",144.3,"$327,400 7.53%",108.3,"$212,800 1.12%",120.1,"$179,300 2.83%"
