Toronto C04,156.4,"$950,400 6.32%",157.5,"$1,126,400 6.56%",155.7,"$743,400 6.79%",152.3,"$568,800 7.40%",152.6,"$376,100 7.46%"
Toronto C06,159.7,"$578,300 11.06%",164.7,"$703,400 14.14%",149.6,"$550,100 12.14%",135.5,"$369,700 1.57%",151.9,"$335,500 6.37%"
Toronto C07,157.6,"$504,400 5.21%",171.2,"$781,100 14.13%",157.5,"$579,100 15.30%",127.4,"$373,800 0.47%",152.0,"$350,500 -1.17%"
Toronto C08,167.3,"$418,200 3.59%",157.1,"$486,000 3.97%",159.0,"$648,900 4.67%",175.5,"$507,200 1.98%",168.8,"$381,400 3.18%"
Toronto C09,136.9,"$1,031,900 -3.46%",129.2,"$1,623,100 -4.79%",146.3,"$1,190,300 3.61%",166.0,"$856,700 16.57%",140.9,"$466,800 -3.82%"
Toronto C10,169.1,"$571,800 3.43%",151.8,"$934,700 -0.98%",162.1,"$801,200 -0.18%",215.3,"$479,400 5.33%",173.5,"$415,300 5.28%"
Toronto C11,137.4,"$548,600 0.00%",155.7,"$1,072,800 8.20%",166.5,"$749,900 11.82%",113.3,"$180,800 -0.09%",122.0,"$176,000 -7.37%"
Toronto C12,153.5,"$1,211,100 -5.65%",149.0,"$1,610,900 2.05%",161.3,"$689,800 5.01%",133.6,"$387,400 -44.24%",174.0,"$563,100 0.00%"
Toronto C13,147.7,"$550,000 7.03%",160.0,"$866,400 9.74%",156.5,"$504,500 14.99%",162.6,"$478,200 8.84%",134.6,"$290,600 1.58%"
Toronto C14,164.2,"$560,900 7.88%",180.0,"$976,600 14.50%",181.7,"$885,200 18.37%",187.9,"$635,000 26.62%",156.5,"$396,000 3.71%"
Toronto C15,154.3,"$512,000 8.28%",174.3,"$822,400 12.45%",164.9,"$538,000 15.56%",165.8,"$411,300 12.18%",128.9,"$289,800 -2.20%"
Toronto E01,180.5,"$544,300 8.67%",180.5,"$599,400 12.11%",181.4,"$567,100 9.47%",183.1,"$370,300 -12.48%",192.3,"$456,200 1.58%"
Toronto E02,167.0,"$615,100 10.30%",162.2,"$713,200 12.56%",170.8,"$561,700 9.98%",163.6,"$546,800 -3.48%",170.3,"$447,600 9.66%"
Toronto E03,160.6,"$499,000 10.23%",165.1,"$548,400 12.39%",154.6,"$504,100 6.11%",-,- -,139.7,"$241,000 5.59%"
Toronto E04,147.5,"$374,000 10.57%",156.6,"$461,900 13.40%",149.9,"$362,900 7.38%",152.7,"$325,800 9.07%",134.6,"$204,400 9.79%"
Toronto E05,145.3,"$396,400 6.37%",158.7,"$558,500 11.76%",156.7,"$433,200 9.27%",143.3,"$312,600 10.15%",131.8,"$260,000 -1.64%"
Toronto E06,165.9,"$472,500 14.10%",166.0,"$477,400 13.85%",168.8,"$400,200 13.75%",-,- -,155.9,"$360,700 7.30%"
Toronto E07,149.2,"$377,600 11.76%",158.2,"$517,400 11.57%",157.0,"$410,400 12.63%",148.6,"$321,200 10.65%",128.3,"$218,500 5.34%"
Toronto E08,146.0,"$383,800 10.19%",158.2,"$495,200 13.81%",150.2,"$369,300 5.55%",144.2,"$295,000 11.52%",121.8,"$192,200 1.16%"
Toronto E09,139.6,"$337,500 6.24%",149.3,"$425,200 9.14%",144.1,"$353,200 8.75%",135.2,"$254,000 13.23%",129.9,"$255,200 1.64%"
Toronto E10,146.5,"$424,100 11.07%",149.5,"$476,300 12.58%",151.5,"$388,400 13.31%",136.5,"$242,000 12.16%",99.9,"$161,000 -11.90%"
Toronto E11,132.4,"$317,500 0.99%",145.0,"$423,400 3.50%",138.5,"$334,200 4.29%",110.4,"$216,300 3.86%",115.9,"$172,900 -0.60%"
