Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change,year,month
Richmond Hill,262.1,"$940,900",-4.41%,276.2,"$1,173,800",-5.18%,256.0,"$778,000",-4.90%,233.7,"$592,500",-1.89%,227.8,"$463,600",1.29%,2019,02
Vaughan,241.5,"$873,200",-3.52%,232.6,"$966,900",-4.75%,240.9,"$729,700",-5.97%,264.9,"$720,300",1.11%,221.1,"$510,200",0.87%,2019,02
Whitchurch-Stouffville,250.8,"$864,300",-3.50%,247.9,"$889,300",-4.84%,224.2,"$615,800",-2.69%,209.2,"$375,500",1.16%,242.9,"$539,700",-2.10%,2019,02
Durham Region,233.3,"$544,900",-0.64%,228.5,"$593,800",-1.13%,239.6,"$478,500",0.08%,244.1,"$387,100",2.18%,233.1,"$395,600",-1.48%,2019,02
Ajax,239.2,"$588,600",0.89%,237.7,"$637,700",0.17%,244.5,"$527,600",2.26%,231.7,"$423,500",3.53%,223.9,"$362,900",0.45%,2019,02
Brock,196.3,"$357,100",0.26%,197.5,"$360,400",0.15%,-,-,-,-,-,-,-,-,-,2019,02
Clarington,231.3,"$488,500",0.17%,224.2,"$539,900",0.13%,228.3,"$436,100",0.04%,272.4,"$426,700",0.15%,215.3,"$318,800",0.47%,2019,02
Oshawa,237.0,"$452,000",-1.04%,228.1,"$486,800",-1.89%,251.0,"$420,100",-0.44%,264.8,"$328,800",1.57%,224.3,"$310,900",-0.93%,2019,02
Pickering,236.4,"$633,400",-1.75%,230.5,"$717,900",-2.37%,239.9,"$559,800",-1.48%,237.8,"$424,600",3.71%,264.9,"$494,200",-2.54%,2019,02
Scugog,209.2,"$546,200",-5.12%,216.7,"$561,400",-4.71%,210.8,"$441,200",-0.85%,-,-,-,-,-,-,2019,02
Uxbridge,224.8,"$687,100",-0.79%,223.6,"$690,500",-0.84%,223.6,"$548,700",1.04%,-,-,-,-,-,-,2019,02
Whitby,230.0,"$598,600",-0.69%,230.7,"$663,500",-0.65%,234.4,"$516,400",-0.13%,198.9,"$362,200",-0.85%,216.8,"$392,900",-2.78%,2019,02
Dufferin County,256.4,"$587,700",1.71%,267.7,"$610,100",1.83%,248.9,"$466,400",1.97%,-,-,-,-,-,-,2019,02
Orangeville,256.4,"$587,700",1.71%,267.7,"$610,100",1.83%,248.9,"$466,400",1.97%,-,-,-,-,-,-,2019,02
Simcoe County,243.4,"$533,200",-0.16%,239.6,"$540,100",-0.08%,248.7,"$461,000",-0.92%,-,-,-,-,-,-,2019,02
Adjala-Tosorontio,218.6,"$657,800",0.60%,218.4,"$658,700",0.60%,-,-,-,-,-,-,-,-,-,2019,02
Bradford West,247.5,"$603,200",-1.55%,232.2,"$635,200",-2.31%,256.1,"$532,300",-1.31%,-,-,-,-,-,-,2019,02
GEswsiallimbury,249.7,"$484,000",2.13%,248.1,"$500,500",3.20%,253.6,"$393,900",-1.28%,-,-,-,-,-,-,2019,02
Innisfil,252.3,"$486,500",-0.12%,253.2,"$487,500",0.12%,249.6,"$381,600",-1.27%,-,-,-,-,-,-,2019,02
New Tecumseth,219.8,"$522,300",-0.99%,213.6,"$541,800",-1.25%,229.4,"$415,900",-0.69%,-,-,-,-,-,-,2019,02
