Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change,year,month
Uxbridge,221.9,"$678,200",-0.14%,220.6,"$681,200",-0.18%,224.3,"$550,400",0.18%,-,-,-,-,-,-,2019,08
Whitby,237.7,"$618,600",1.49%,238.3,"$685,400",1.19%,242.3,"$533,800",2.06%,204.5,"$372,400",4.66%,227.2,"$411,700",1.11%,2019,08
Dufferin County,259.5,"$594,800",0.54%,270.9,"$617,400",0.63%,253.2,"$474,500",0.80%,-,-,-,-,-,-,2019,08
Orangeville,259.5,"$594,800",0.54%,270.9,"$617,400",0.63%,253.2,"$474,500",0.80%,-,-,-,-,-,-,2019,08
Simcoe County,247.3,"$541,800",0.61%,233.2,"$525,600",-3.80%,248.4,"$460,400",-0.92%,-,-,-,-,-,-,2019,08
Adjala-Tosorontio,223.4,"$672,200",0.22%,223.4,"$673,800",0.36%,-,-,-,-,-,-,-,-,-,2019,08
Bradford West,256.5,"$625,100",2.35%,241.4,"$660,400",2.64%,265.0,"$550,800",2.83%,-,-,-,-,-,-,2019,08
GEswsiallimbury,259.5,"$503,000",1.01%,249.1,"$502,500",-2.35%,251.4,"$390,500",-3.46%,-,-,-,-,-,-,2019,08
Innisfil,256.7,"$495,000",2.23%,242.7,"$467,300",-4.11%,256.3,"$391,800",7.15%,-,-,-,-,-,-,2019,08
New Tecumseth,228.5,"$543,000",2.74%,221.2,"$561,000",1.33%,241.5,"$437,800",3.38%,-,-,-,-,-,-,2019,08
