Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change,year,month
Newmarket,230.1,"$678,000",-8.87%,230.6,"$777,300",-8.96%,228.9,"$539,100",-8.04%,228.3,"$474,000",-14.37%,262.3,"$441,800",-2.74%,2018,08
Richmond Hill,272.6,"$978,500",-8.62%,290.7,"$1,235,400",-9.92%,266.4,"$809,600",-10.12%,235.4,"$596,800",-4.27%,226.2,"$460,300",1.30%,2018,08
Vaughan,249.0,"$900,400",-3.71%,242.0,"$1,006,000",-5.17%,253.4,"$767,600",-4.63%,263.2,"$715,700",-4.15%,222.7,"$513,900",4.21%,2018,08
Whitchurch-Stouffville,254.5,"$877,000",-5.46%,255.4,"$916,200",-5.37%,224.9,"$617,700",-4.86%,212.1,"$380,700",-11.74%,251.8,"$559,500",-2.18%,2018,08
Durham Region,235.8,"$550,700",-1.17%,231.8,"$602,400",-1.49%,242.6,"$484,500",0.25%,235.8,"$374,000",-3.52%,239.2,"$405,900",1.96%,2018,08
Ajax,240.1,"$590,800",-1.15%,239.7,"$643,000",-1.03%,244.9,"$528,500",-0.69%,221.2,"$404,300",-5.39%,229.9,"$372,700",4.88%,2018,08
Brock,194.5,"$353,800",-3.86%,195.7,"$357,200",-3.83%,-,-,-,-,-,-,-,-,-,2018,08
Clarington,233.1,"$492,300",3.46%,227.2,"$547,100",3.32%,230.3,"$439,900",5.21%,264.1,"$413,700",-1.53%,218.8,"$324,000",3.26%,2018,08
Oshawa,238.4,"$454,700",-1.37%,230.2,"$491,300",-2.08%,255.4,"$427,500",0.35%,257.8,"$320,200",0.82%,231.6,"$321,100",2.30%,2018,08
Pickering,241.0,"$645,800",-2.94%,237.4,"$739,400",-3.06%,246.1,"$574,300",-2.34%,227.0,"$405,300",-5.93%,271.1,"$505,700",0.30%,2018,08
Scugog,220.1,"$574,700",-6.54%,227.2,"$588,600",-6.43%,212.8,"$445,400",-4.92%,-,-,-,-,-,-,2018,08
Uxbridge,222.2,"$679,100",-4.72%,221.0,"$682,500",-4.66%,223.9,"$549,400",-2.01%,-,-,-,-,-,-,2018,08
Whitby,234.2,"$609,500",-1.93%,235.5,"$677,300",-1.67%,237.4,"$523,000",-1.04%,195.4,"$355,800",-12.18%,224.7,"$407,200",2.32%,2018,08
Dufferin County,258.1,"$591,600",5.22%,269.2,"$613,500",5.03%,251.2,"$470,700",4.93%,-,-,-,-,-,-,2018,08
Orangeville,258.1,"$591,600",5.22%,269.2,"$613,500",5.03%,251.2,"$470,700",4.93%,-,-,-,-,-,-,2018,08
Simcoe County,245.8,"$538,500",-1.29%,242.4,"$546,400",-1.14%,250.7,"$464,700",-0.91%,-,-,-,-,-,-,2018,08
Adjala-Tosorontio,222.9,"$670,700",-4.70%,222.6,"$671,400",-4.83%,-,-,-,-,-,-,-,-,-,2018,08
Bradford West,250.6,"$610,700",-4.13%,235.2,"$643,400",-4.66%,257.7,"$535,600",-3.12%,-,-,-,-,-,-,2018,08
GEswsiallimbury,256.9,"$498,000",5.81%,255.1,"$514,600",5.46%,260.4,"$404,500",5.43%,-,-,-,-,-,-,2018,08
Innisfil,251.1,"$484,200",-2.45%,253.1,"$487,300",-1.44%,239.2,"$365,700",-9.33%,-,-,-,-,-,-,2018,08
New Tecumseth,222.4,"$528,500",-1.11%,218.3,"$553,700",-0.77%,233.6,"$423,500",0.86%,-,-,-,-,-,-,2018,08
