Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change,year,month
King,244.9,"1,024,600",4.97%,244.9,"1,018,800",4.66%,248.2,"581,300",7.45%,-,-,-,259.9,"710,900",10.31%,2020,07
Markham,289.6,"1,003,700",10.45%,305.0,"1,254,800",9.36%,289.4,"865,500",9.08%,252.5,"674,200",10.21%,261.6,"625,600",13.69%,2020,07
Newmarket,255.8,"754,400",11.70%,257.5,"867,900",11.86%,258.6,"609,100",13.02%,246.6,"512,000",8.97%,262.8,"468,500",8.64%,2020,07
Richmond Hill,293.9,"1,057,600",9.99%,312.1,"1,326,300",9.89%,292.8,"889,900",9.95%,257.0,"651,500",8.62%,259.3,"543,100",12.25%,2020,07
Vaughan,275.2,"995,100",9.42%,262.9,"1,092,800",8.01%,279.0,"845,100",9.11%,306.3,"865,300",12.44%,255.7,"590,000",11.81%,2020,07
Whitchurch-Stouffville,282.2,"973,600",8.37%,280.5,"1,006,300",8.13%,257.0,"706,000",10.78%,241.4,"433,300",11.50%,236.2,"609,600",9.55%,2020,07
Durham Region,274.5,"639,700",12.27%,266.4,"691,000",11.84%,284.2,"567,500",13.77%,308.2,"479,500",15.60%,274.4,"465,600",10.96%,2020,07
Ajax,274.9,"677,400",11.84%,271.7,"728,900",11.95%,281.0,"606,400",12.72%,290.0,"533,000",12.40%,262.8,"426,000",10.05%,2020,07
Brock,235.0,"411,000",12.12%,236.7,"414,500",12.34%,643.8,"363,100",16.29%,-,-,-,-,-,-,2020,07
Clarington,272.6,"575,600",12.27%,264.5,"637,000",12.22%,272.9,"521,300",14.81%,311.8,"488,500",13.80%,250.3,"370,600",10.22%,2020,07
Oshawa,283.4,"540,400",13.50%,270.3,"576,900",12.67%,303.5,"507,900",13.67%,327.5,"407,900",18.75%,270.5,"375,000",13.09%,2020,07
Pickering,279.7,"746,900",10.90%,266.8,"831,200",9.79%,285.6,"666,400",11.52%,299.5,"512,800",12.47%,314.1,"586,000",12.38%,2020,07
Scugog,246.4,"632,400",7.41%,254.7,"648,000",7.42%,230.8,"483,100",5.97%,-,-,-,-,-,-,2020,07
Uxbridge,240.6,"735,400",6.32%,239.2,"738,700",6.31%,242.8,"595,800",6.91%,-,-,-,-,-,-,2020,07
Whitby,272.4,"707,400",13.64%,269.2,"774,200",13.49%,279.7,"616,200",15.91%,283.8,"476,800",13.84%,246.1,"445,900",6.95%,2020,07
Dufferin County,297.2,"681,200",13.91%,310.8,"708,300",14.01%,294.0,"551,000",16.30%,-,-,-,-,-,-,2020,07
Orangeville,297.2,"681,200",13.91%,310.8,"708,300",14.01%,294.0,"550,900",16.30%,-,-,-,-,-,-,2020,07
Simcoe County,277.2,"607,300",14.12%,262.0,"590,600",10.55%,279.1,"517,200",14.06%,-,-,-,-,-,-,2020,07
Adjala-Tosorontio,256.4,"771,600",14.26%,256.8,"774,600",14.39%,-,-,-,-,-,-,-,-,-,2020,07
Bradford West Gwillimbury,288.2,"702,300",21.45%,270.3,"739,300",4.36%,299.6,"622,600",13.79%,-,-,-,-,-,-,2020,07
Essa,292.5,"566,900",11.01%,289.2,"583,500",12.92%,294.9,"458,000",12.73%,-,-,-,-,-,-,2020,07
Innisfil,282.9,"545,600",7.85%,282.0,"543,000",16.53%,289.3,"442,300",11.27%,-,-,-,-,-,-,2020,07
Barrie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2020,07
New Tecumseth,250.9,"596,200",8.90%,247.6,"628,000",10.68%,273.7,"496,200",11.94%,-,-,-,-,-,-,2020,07
