Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change,year,month
Toronto C02,285.3,"1,367,200",5.08%,252.5,"2,017,400",9.40%,280.4,"1,470,600",5.85%,289.1,"1,291,000",0.73%,290.2,"826,800",4.50%,2020,04
Toronto C03,323.3,"1,688,600",7.23%,301.0,"1,849,800",8.98%,319.0,"1,182,900",7.15%,-,-,-,359.4,"940,100",4.93%,2020,04
Toronto C04,259.9,"1,603,900",4.93%,258.4,"1,820,600",3.90%,268.5,"1,257,000",6.59%,-,-,-,256.4,"593,000",8.05%,2020,04
Toronto C06,305.1,"1,188,100",8.65%,273.4,"1,167,700",5.64%,239.9,"887,500",7.39%,264.0,"708,000",7.01%,334.6,"740,000",10.17%,2020,04
Toronto C07,286.0,"989,400",10.68%,300.8,"1,376,000",5.84%,214.0,"765,800",5.89%,264.7,"746,100",8.39%,282.3,"689,400",13.60%,2020,04
Toronto C08,315.9,"826,100",12.58%,301.0,"1,756,100",3.69%,293.0,"1,397,700",2.45%,302.1,"781,300",3.67%,317.8,"687,000",13.58%,2020,04
Toronto C09,200.7,"1,420,600",3.83%,149.0,"1,871,700",5.90%,161.6,"1,315,000",3.32%,298.2,"1,633,200",-1.19%,227.5,"753,700",2.94%,2020,04
Toronto C10,309.9,"1,209,900",10.92%,280.9,"1,734,300",7.09%,269.1,"1,329,400",7.08%,286.5,"836,300",0.60%,325.2,"776,600",12.68%,2020,04
Toronto C11,292.7,"1,035,700",5.90%,221.3,"1,507,500",3.41%,254.4,"1,126,500",3.75%,228.8,"396,400",-0.35%,345.9,"502,200",6.73%,2020,04
Toronto C12,232.9,"1,987,000",4.67%,210.8,"2,259,300",2.43%,277.4,"1,161,100",5.12%,207.4,"829,800",4.38%,297.3,"932,100",5.99%,2020,04
Toronto C13,272.4,"986,300",8.53%,254.0,"1,354,600",1.28%,228.9,"730,400",1.78%,248.3,"717,800",8.57%,290.8,"585,600",14.67%,2020,04
Toronto C14,300.9,"983,900",11.82%,274.4,"1,484,500",4.77%,219.1,"1,066,900",5.03%,340.5,"917,000",16.49%,302.5,"761,800",12.50%,2020,04
Toronto C15,274.9,"892,100",12.16%,297.3,"1,395,900",6.41%,245.3,"797,500",7.02%,294.2,"704,200",8.08%,267.3,"621,500",16.27%,2020,04
Toronto E01,377.2,"1,178,000",8.52%,359.5,"1,268,500",6.90%,372.1,"1,173,800",7.73%,426.2,"779,500",6.52%,388.1,"920,600",13.25%,2020,04
Toronto E02,313.1,"1,172,500",6.93%,274.0,"1,248,400",7.49%,336.4,"1,126,500",9.79%,343.4,"989,100",4.09%,273.7,"748,300",0.63%,2020,04
Toronto E03,290.9,"894,900",6.21%,297.4,"1,002,700",5.69%,278.2,"911,000",7.29%,-,-,-,278.4,"406,700",6.14%,2020,04
Toronto E04,301.4,"744,400",11.30%,280.7,"827,600",11.74%,296.6,"714,700",14.16%,276.9,"600,300",10.54%,343.9,"527,700",9.52%,2020,04
Toronto E05,280.4,"735,800",13.71%,279.8,"985,400",9.68%,268.8,"740,700",9.49%,278.8,"606,300",10.68%,282.0,"553,900",19.49%,2020,04
Toronto E06,287.4,"801,500",6.37%,293.2,"837,400",8.31%,290.7,"691,500",8.92%,-,-,-,256.3,"542,000",-2.47%,2020,04
Toronto E07,301.9,"740,000",13.41%,293.2,"961,000",8.63%,280.8,"734,300",9.43%,278.0,"602,200",6.60%,314.2,"538,100",17.94%,2020,04
Toronto E08,297.3,"717,500",7.91%,278.1,"866,800",7.75%,246.0,"637,700",7.05%,303.6,"619,700",13.16%,331.2,"528,400",7.01%,2020,04
Toronto E09,298.3,"713,200",15.75%,282.6,"802,400",12.19%,273.1,"668,000",13.70%,329.3,"612,000",16.73%,310.4,"582,200",19.06%,2020,04
Toronto E10,294.1,"824,300",9.99%,276.3,"885,300",8.78%,277.0,"718,300",10.71%,356.0,"621,500",13.63%,290.9,"468,900",5.74%,2020,04
Toronto E11,309.5,"677,000",14.42%,306.2,"851,700",11.87%,308.1,"697,800",13.82%,236.3,"463,800",14.65%,367.3,"548,200",16.97%,2020,04
