Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change,year,month
Toronto C12,248.5,"2,120,200",10.15%,224.1,"2,401,800",8.89%,315.0,"1,318,400",17.45%,227.1,"908,600",10.73%,311.0,"975,100",9.43%,2021,02
Toronto C13,289.7,"1,052,600",8.22%,280.8,"1,497,500",12.55%,263.3,"840,100",16.87%,276.7,"799,900",13.73%,297.3,"607,400",3.88%,2021,02
Toronto C14,290.2,"949,000",1.04%,297.3,"1,608,300",12.15%,232.8,"1,133,700",10.49%,334.1,"899,700",5.56%,284.0,"715,200",-1.80%,2021,02
Toronto C15,278.7,"904,400",6.33%,321.2,"1,508,100",12.23%,265.3,"862,500",14.01%,308.5,"738,400",11.13%,259.6,"603,600",1.96%,2021,02
Toronto E01,390.6,"1,216,400",7.75%,388.4,"1,370,500",10.69%,397.5,"1,253,900",10.66%,450.1,"823,200",7.55%,352.5,"772,100",-2.65%,2021,02
Toronto E02,324.5,"1,215,200",7.41%,290.0,"1,321,200",10.39%,354.8,"1,188,100",11.19%,350.7,"1,010,100",2.45%,263.2,"719,600",-4.57%,2021,02
Toronto E03,323.4,"994,800",14.15%,334.1,"1,126,400",14.93%,309.3,"1,012,900",15.37%,-,-,-,294.9,"430,900",7.59%,2021,02
Toronto E04,335.6,"829,400",14.27%,318.5,"939,000",16.58%,335.8,"809,200",17.00%,281.3,"609,800",3.76%,385.6,"593,800",14.42%,2021,02
Toronto E05,300.0,"787,200",11.77%,314.8,"1,108,600",16.64%,305.0,"840,500",18.31%,298.5,"649,100",10.80%,285.8,"561,400",6.68%,2021,02
Toronto E06,327.6,"913,500",17.38%,342.0,"976,900",21.58%,341.5,"812,200",21.44%,-,-,-,261.2,"552,400",-1.10%,2021,02
Toronto E07,313.3,"768,000",7.22%,315.1,"1,032,800",9.49%,303.7,"794,100",10.96%,312.1,"676,100",12.47%,312.7,"535,500",3.92%,2021,02
Toronto E08,331.8,"800,700",15.73%,321.4,"1,001,800",20.19%,292.9,"759,300",22.81%,327.0,"667,400",11.72%,353.6,"564,100",10.12%,2021,02
Toronto E09,316.2,"756,000",10.60%,319.2,"906,300",16.07%,312.8,"765,000",16.76%,340.7,"633,100",9.20%,310.1,"581,700",5.55%,2021,02
Toronto E10,328.3,"920,100",17.38%,316.0,"1,012,500",19.29%,317.1,"822,300",20.89%,378.6,"661,000",14.59%,302.8,"488,500",9.55%,2021,02
Toronto E11,332.1,"726,400",12.84%,337.2,"937,900",16.48%,345.9,"783,500",18.26%,264.1,"518,300",13.35%,379.7,"566,700",9.84%,2021,02
