Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change,year,month
Toronto C02,292.9,"1,409,400",3.32%,271.2,"2,166,900",8.05%,299.7,"1,571,800",5.38%,299.4,"1,505,500",3.35%,288.6,"822,200",1.02%,2021,01
Toronto C03,343.0,"1,791,400",10.32%,325.1,"1,997,900",11.49%,345.9,"1,282,600",10.97%,-,-,-,367.1,"960,300",8.07%,2021,01
Toronto C04,265.5,"1,652,600",8.86%,270.4,"1,905,100",9.65%,270.1,"1,264,600",7.57%,-,-,-,244.8,"654,800",5.93%,2021,01
Toronto C06,291.2,"1,134,000",0.80%,293.4,"1,253,100",11.43%,249.7,"923,800",8.00%,282.3,"757,100",8.37%,291.8,"645,300",-6.38%,2021,01
Toronto C07,279.6,"967,300",4.84%,316.1,"1,446,100",8.18%,222.7,"796,900",8.16%,284.3,"801,300",9.05%,259.9,"634,700",1.52%,2021,01
Toronto C08,280.3,"733,000",-4.27%,292.4,"1,712,100",1.70%,302.7,"1,444,000",7.07%,303.4,"784,600",2.40%,277.8,"600,500",-5.28%,2021,01
Toronto C09,194.2,"1,381,700",-1.62%,152.8,"1,919,500",4.80%,166.0,"1,350,700",4.40%,268.4,"1,585,200",-2.86%,216.7,"717,900",-4.62%,2021,01
Toronto C10,293.3,"1,159,300",2.34%,287.3,"1,773,800",7.60%,279.0,"1,378,400",10.10%,266.5,"893,300",2.38%,298.9,"713,800",0.10%,2021,01
Toronto C11,296.5,"1,049,900",4.40%,229.8,"1,565,400",7.48%,262.3,"1,217,100",6.54%,272.6,"472,200",19.51%,345.8,"502,100",2.67%,2021,01
Toronto C12,241.8,"2,063,000",8.53%,215.2,"2,306,400",5.39%,294.8,"1,233,900",11.71%,229.7,"919,000",14.17%,302.4,"948,100",8.15%,2021,01
Toronto C13,281.2,"1,021,700",6.52%,271.9,"1,450,000",9.90%,254.2,"811,100",12.43%,275.8,"797,300",13.73%,289.5,"591,400",3.73%,2021,01
Toronto C14,283.5,"927,100",0.32%,286.9,"1,552,000",8.31%,223.5,"1,088,400",4.73%,330.0,"888,700",6.08%,277.9,"699,800",-2.01%,2021,01
Toronto C15,271.5,"881,100",5.89%,310.7,"1,458,800",9.67%,258.6,"840,800",11.08%,306.3,"733,100",11.06%,252.6,"587,400",2.35%,2021,01
Toronto E01,375.8,"1,170,300",5.56%,370.8,"1,308,400",8.23%,379.0,"1,195,500",7.30%,437.8,"800,700",4.61%,348.1,"762,500",-0.71%,2021,01
Toronto E02,311.3,"1,165,800",4.89%,274.8,"1,252,000",8.06%,335.9,"1,124,800",7.11%,345.7,"995,700",0.76%,265.0,"724,500",-3.64%,2021,01
Toronto E03,304.5,"936,700",8.52%,313.3,"1,056,300",9.16%,288.5,"944,800",9.11%,-,-,-,287.7,"420,400",3.60%,2021,01
Toronto E04,323.8,"800,200",12.43%,300.9,"887,100",12.07%,319.9,"770,900",13.08%,284.7,"617,200",6.35%,380.8,"586,400",15.92%,2021,01
Toronto E05,290.2,"761,500",9.63%,298.7,"1,051,900",11.66%,290.4,"800,300",13.04%,295.5,"642,600",10.10%,279.4,"548,800",6.97%,2021,01
Toronto E06,314.2,"876,200",12.98%,328.1,"937,200",17.73%,333.4,"792,900",20.36%,-,-,-,248.1,"524,700",-8.45%,2021,01
Toronto E07,305.3,"748,400",6.08%,306.4,"1,004,300",9.19%,298.7,"781,000",11.00%,305.2,"661,200",9.71%,304.9,"522,200",2.52%,2021,01
Toronto E08,322.2,"777,500",13.65%,308.3,"961,000",16.65%,279.9,"725,600",19.46%,327.1,"667,600",13.89%,347.9,"555,000",9.16%,2021,01
Toronto E09,304.5,"728,000",9.10%,302.2,"858,000",12.30%,296.8,"725,900",13.41%,336.5,"625,300",9.72%,303.0,"568,400",6.02%,2021,01
Toronto E10,312.0,"874,400",12.92%,296.8,"950,900",14.24%,297.4,"771,200",14.91%,370.3,"646,500",13.38%,295.9,"477,400",5.83%,2021,01
Toronto E11,326.5,"714,100",13.29%,321.9,"895,300",13.63%,330.2,"748,000",15.33%,263.0,"516,200",12.92%,385.9,"575,900",14.61%,2021,01
