Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change,year,month
King,262.6,"1,098,700",17.08%,264.2,"1,099,100",17.47%,261.5,"612,400",18.33%,-,-,-,251.1,"686,800",6.08%,2021,01
Markham,298.4,"1,037,000",10.56%,317.7,"1,310,400",12.34%,304.9,"909,300",12.38%,265.3,"708,400",9.13%,256.3,"613,000",4.95%,2021,01
Newmarket,277.6,"818,700",17.53%,281.3,"948,100",18.79%,283.0,"666,500",20.53%,256.0,"531,500",7.88%,270.8,"482,800",6.91%,2021,01
Richmond Hill,308.6,"1,110,500",13.58%,331.7,"1,409,600",14.97%,314.1,"954,600",17.16%,265.7,"673,600",12.58%,258.4,"541,200",7.31%,2021,01
Vaughan,288.4,"1,042,900",11.05%,281.6,"1,170,500",11.66%,299.2,"906,300",12.31%,306.4,"865,600",13.27%,249.0,"574,600",5.46%,2021,01
Whitchurch-Stouffville,305.0,"1,063,000",13.64%,307.1,"1,132,800",14.80%,308.6,"770,000",13.21%,249.6,"448,000",8.62%,242.5,"625,900",7.02%,2021,01
Durham Region,312.5,"728,800",24.40%,303.0,"786,900",24.08%,328.8,"656,600",27.59%,350.0,"544,500",25.63%,293.1,"497,400",14.99%,2021,01
Ajax,309.6,"762,900",22.37%,305.8,"820,400",22.71%,320.3,"691,200",24.24%,325.0,"597,300",22.60%,281.3,"456,000",14.40%,2021,01
Brock,278.1,"481,600",24.54%,280.1,"485,300",24.60%,322.9,"553,400",27.78%,-,-,-,-,-,-,2021,01
Clarington,321.0,"677,700",29.64%,307.6,"740,800",28.76%,333.3,"636,700",35.43%,358.5,"561,600",24.78%,269.6,"399,200",16.31%,2021,01
Oshawa,325.9,"621,400",25.88%,309.7,"660,900",25.08%,353.0,"590,800",28.13%,381.7,"475,400",29.57%,290.7,"403,000",16.89%,2021,01
Pickering,306.6,"818,700",20.19%,292.0,"909,700",19.82%,315.1,"735,200",21.66%,335.9,"575,200",22.50%,333.9,"622,900",14.98%,2021,01
Scugog,273.9,"702,900",17.25%,283.0,"719,900",17.38%,262.4,"549,200",22.22%,-,-,-,-,-,-,2021,01
Uxbridge,277.6,"871,300",19.50%,281.3,"901,600",19.45%,290.8,"708,000",20.56%,-,-,-,-,-,-,2021,01
Whitby,306.0,"794,700",23.89%,304.0,"874,300",24.18%,319.7,"704,300",27.57%,308.4,"518,200",23.66%,263.8,"477,900",12.98%,2021,01
Dufferin County,324.3,"743,300",21.01%,338.4,"771,200",20.86%,321.7,"602,900",22.83%,-,-,-,-,-,-,2021,01
Orangeville,324.3,"743,400",21.01%,338.4,"771,200",20.86%,321.7,"602,800",22.83%,-,-,-,-,-,-,2021,01
Simcoe County,324.1,"710,000",25.23%,309.0,"696,500",25.51%,316.7,"586,900",17.69%,-,-,-,-,-,-,2021,01
Adjala-Tosorontio,298.5,"898,300",27.67%,298.9,"901,600",27.84%,-,-,-,-,-,-,-,-,-,2021,01
Bradford West Gwillimbury,329.0,"801,700",20.73%,348.5,"953,200",26.82%,345.9,"718,800",24.20%,-,-,-,-,-,-,2021,01
Essa,339.3,"657,700",23.92%,342.5,"691,000",29.73%,349.9,"543,400",26.73%,-,-,-,-,-,-,2021,01
Innisfil,339.5,"654,700",26.73%,328.7,"632,900",31.22%,349.7,"534,700",29.61%,-,-,-,-,-,-,2021,01
Barrie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2021,01
New Tecumseth,288.4,"685,300",21.07%,284.9,"722,600",23.28%,316.1,"573,100",25.84%,-,-,-,-,-,-,2021,01
