Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change,year,month
Durham Region,361.7,"844,500",31.53%,352.2,"919,100",31.76%,375.6,"749,100",32.11%,383.0,"602,600",31.12%,346.6,"575,100",22.82%,2021,07
Ajax,350.5,"864,400",28.15%,347.6,"932,500",27.94%,364.9,"787,400",29.86%,342.2,"643,000",25.62%,310.7,"499,000",20.85%,2021,07
Brock,352.9,"595,200",39.05%,352.7,"600,800",39.02%,349.9,"705,700",39.51%,-,-,-,-,-,-,2021,07
Clarington,364.7,"770,300",34.43%,353.9,"852,300",33.80%,367.4,"701,900",34.63%,375.4,"606,400",31.21%,299.5,"441,400",23.61%,2021,07
Oshawa,378.1,"719,000",34.08%,361.6,"771,700",33.78%,415.1,"694,700",36.73%,417.4,"529,100",35.30%,346.2,"391,700",21.86%,2021,07
Pickering,358.4,"956,000",26.33%,339.2,"1,056,700",27.14%,364.1,"849,600",27.49%,364.5,"621,900",26.08%,441.3,"831,300",24.10%,2021,07
Scugog,353.1,"906,500",35.29%,347.7,"921,700",35.82%,351.5,"653,400",36.66%,-,-,-,-,-,-,2021,07
Uxbridge,340.9,"1,135,900",35.55%,344.2,"1,188,800",36.64%,332.4,"770,800",35.90%,319.0,"580,900",25.84%,268.5,"641,200",18.13%,2021,07
Whitby,350.9,"911,700",29.34%,348.7,"1,002,900",29.53%,360.7,"794,600",28.96%,378.1,"635,300",33.23%,278.7,"517,400",22.45%,2021,07
Dufferin County,370.5,"817,700",24.75%,389.7,"888,100",25.39%,373.7,"700,300",27.11%,345.5,"456,800",28.11%,329.1,"482,800",2.24%,2021,07
Orangeville,370.5,"817,700",24.75%,389.7,"888,100",25.39%,373.7,"700,300",27.11%,345.5,"456,800",28.11%,329.1,"482,800",2.24%,2021,07
Simcoe County,345.0,"753,700",31.48%,336.3,"771,500",33.98%,386.9,"722,600",33.55%,308.2,"486,600",20.86%,311.1,"492,000",16.39%,2021,07
Adjala-Tosorontio,328.0,"876,900",30.63%,328.4,"879,300",30.58%,-,-,-,-,-,-,-,-,-,2021,07
Bradford West Gwillimbury,358.2,"896,700",29.27%,335.9,"958,400",26.04%,395.6,"833,500",32.84%,338.6,"549,900",20.80%,291.0,"490,900",15.75%,2021,07
Essa,371.0,"742,700",33.31%,357.7,"756,900",39.73%,399.4,"630,300",33.31%,339.6,"541,700",18.45%,-,-,-,2021,07
Innisfil,339.0,"668,600",31.86%,336.6,"684,300",32.83%,394.4,"603,000",36.33%,281.9,"237,100",22.57%,297.1,"583,800",15.74%,2021,07
Barrie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2021,07
New Tecumseth,327.8,"770,000",31.81%,321.1,"836,000",33.13%,363.8,"662,400",34.39%,302.6,"611,600",18.20%,328.8,"512,800",19.22%,2021,07
