Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change,year,month
Durham Region,247.2,"$577,300",20.88%,243.9,"$633,800",20.68%,251.3,"$501,900",17.87%,251.2,"$398,400",25.54%,240.5,"$410,100",24.42%,2017,07
Ajax,254.6,"$627,400",19.36%,254.3,"$682,200",18.50%,261.3,"$563,900",20.64%,239.3,"$437,400",18.23%,222.5,"$360,600",27.43%,2017,07
Brock,203.5,"$370,200",27.83%,204.6,"$373,400",27.95%,-,-,-,-,-,-,-,-,-,2017,07
Clarington,231.7,"$489,100",17.44%,226.4,"$545,200",17.61%,223.0,"$426,000",8.10%,276.6,"$433,300",35.26%,215.6,"$319,600",26.23%,2017,07
Oshawa,250.8,"$477,500",23.61%,244.5,"$521,800",22.62%,262.6,"$439,500",21.91%,265.5,"$329,700",37.00%,229.1,"$268,600",22.19%,2017,07
Pickering,256.2,"$687,100",19.78%,252.5,"$786,600",19.22%,260.2,"$607,200",20.41%,244.7,"$436,900",17.76%,281.3,"$522,900",24.58%,2017,07
Scugog,234.8,"$613,100",30.66%,242.1,"$627,200",31.29%,229.3,"$479,900",25.71%,-,-,-,-,-,-,2017,07
Uxbridge,236.4,"$722,500",25.95%,234.9,"$725,400",25.75%,234.1,"$574,400",26.54%,-,-,-,-,-,-,2017,07
Whitby,249.1,"$648,700",19.87%,250.2,"$719,600",19.60%,250.8,"$552,500",17.42%,229.4,"$417,700",18.31%,224.1,"$406,200",22.06%,2017,07
Dufferin County,254.2,"$582,700",26.91%,265.6,"$605,300",27.08%,246.7,"$462,300",27.03%,-,-,-,-,-,-,2017,07
Orangeville,254.2,"$582,700",26.91%,265.6,"$605,300",27.08%,246.7,"$462,300",27.03%,-,-,-,-,-,-,2017,07
Simcoe County,256.4,"$575,600",19.93%,251.6,"$584,900",19.35%,258.8,"$484,900",21.62%,-,-,-,-,-,-,2017,07
Adjala-Tosorontio,232.9,"$700,800",14.50%,232.8,"$702,200",14.51%,-,-,-,-,-,-,-,-,-,2017,07
Bradford West,273.6,"$666,800",19.79%,257.0,"$703,200",19.42%,273.2,"$567,800",18.94%,-,-,-,-,-,-,2017,07
EGswsiallimbury,250.3,"$478,200",18.96%,251.0,"$500,500",16.64%,252.2,"$392,700",24.05%,-,-,-,-,-,-,2017,07
Innisfil,267.8,"$518,400",21.56%,267.1,"$516,200",20.97%,266.5,"$407,400",26.18%,-,-,-,-,-,-,2017,07
New Tecumseth,229.9,"$546,200",19.86%,228.8,"$579,900",19.67%,239.2,"$433,500",22.29%,-,-,-,-,-,-,2017,07
