Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change,year,month
E. Gwillimbury,160.9,"$520,200 ",10.43%,161.4,"$530,200 ",10.40%,168.6,"$357,000 ",8.84%,-,-,-,-,-,-,2014,08
Georgina,155.6,"$322,900 ",2.10%,160.7,"$331,000 ",3.28%,168,"$331,100 ",7.28%,-,-,-,-,-,-,2014,08
King,168.3,"$713,500 ",8.72%,170.1,"$717,700 ",8.97%,-,-,-,-,-,-,-,-,-,2014,08
Markham,187.9,"$647,300 ",11.45%,192.6,"$792,100 ",11.85%,194.1,"$578,000 ",13.38%,168.1,"$417,600 ",7.48%,157,"$363,100 ",2.75%,2014,08
Newmarket,163.6,"$482,500 ",9.29%,161.1,"$542,300 ",9.52%,169.5,"$399,500 ",8.72%,166.2,"$335,600 ",2.97%,152,"$256,000 ",3.75%,2014,08
Richmond Hill,189.1,"$684,700 ",10.20%,200.3,"$848,600 ",11.34%,195.1,"$591,000 ",9.48%,155.9,"$440,800 ",6.27%,150.8,"$314,100 ",3.29%,2014,08
Vaughan,177.2,"$640,500 ",8.38%,169.3,"$704,500 ",4.83%,180.4,"$549,200 ",7.51%,169.8,"$463,900 ",7.20%,159.9,"$354,800 ",11.58%,2014,08
Whitchurch-Stouffville,181.3,"$683,600 ",12.33%,181.2,"$695,300 ",12.34%,161.9,"$444,700 ",10.36%,-,-,-,-,-,-,2014,08
Durham Region,150.0,"$353,000 ",8.15%,149.2,"$389,000 ",7.88%,155.1,"$310,600 ",7.78%,142.9,"$234,900 ",10.86%,144.1,"$257,800 ",10.25%,2014,08
Ajax,155.1,"$383,300 ",7.63%,154.8,"$414,600 ",6.61%,160.6,"$345,400 ",6.71%,147.2,"$269,000 ",11.09%,139,"$236,000 ",9.02%,2014,08
Brock,133.6,"$253,300 ",6.28%,134.6,"$255,800 ",6.91%,142.2,"$226,600 ",4.79%,-,-,-,-,-,-,2014,08
Clarington,144.6,"$306,000 ",5.32%,140.0,"$336,500 ",4.01%,147.9,"$282,400 ",4.38%,160.1,"$286,600 ",9.06%,143.9,"$203,700 ",11.46%,2014,08
Oshawa,144.0,"$275,600 ",7.38%,143.1,"$304,700 ",7.35%,149.9,"$251,000 ",7.69%,127,"$169,900 ",11.89%,142.9,"$171,000 ",6.80%,2014,08
Pickering,159.5,"$431,500 ",9.02%,160.8,"$503,000 ",8.94%,164.5,"$383,400 ",8.65%,153.2,"$276,400 ",10.53%,149.6,"$292,900 ",12.57%,2014,08
Scugog,150.5,"$390,600 ",10.42%,154.9,"$398,900 ",10.64%,144.4,"$302,200 ",12.64%,-,-,-,-,-,-,2014,08
Uxbridge,147.1,"$449,800 ",7.53%,147.8,"$457,800 ",7.41%,143.4,"$351,900 ",7.34%,-,-,-,-,-,-,2014,08
Whitby,151.0,"$394,000 ",10.70%,152.0,"$436,700 ",11.27%,155,"$341,900 ",10.64%,145,"$265,800 ",9.68%,140.4,"$273,900 ",7.59%,2014,08
Dufferin County,156.2,"$358,000 ",6.77%,161.6,"$368,200 ",7.73%,154,"$288,700 ",4.48%,-,-,-,-,-,-,2014,08
Orangeville,156.2,"$358,000 ",6.77%,161.6,"$368,200 ",7.73%,154,"$288,700 ",4.48%,-,-,-,-,-,-,2014,08
Simcoe County,148.8,"$316,200 ",4.06%,144.9,"$319,600 ",3.80%,153.9,"$295,500 ",4.69%,-,-,-,-,-,-,2014,08
Adjala-Tosorontio,133.0,"$418,900 ",2.15%,132.9,"$419,100 ",2.07%,-,-,-,-,-,-,-,-,-,2014,08
Bradford West Gwillimbury,160.8,"$399,700 ",4.55%,144.8,"$443,500 ",4.25%,164.2,"$341,400 ",3.60%,-,-,-,-,-,-,2014,08
Essa,144.3,"$327,200 ",0.84%,141.7,"$350,500 ",1.14%,147.8,"$251,800 ",2.43%,-,-,-,-,-,-,2014,08
Innisfil,150.3,"$278,500 ",4.96%,150.7,"$279,700 ",4.44%,162,"$252,000 ",10.43%,-,-,-,-,-,-,2014,08
New Tecumseth,135.0,"$311,800 ",2.20%,131.5,"$338,700 ",1.70%,142.2,"$272,000 ",3.87%,-,-,-,-,-,-,2014,08
