Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change,year,month
Oshawa,134.1,"$256,600 ",7.71%,133.3,"$283,800 ",7.94%,139.2,"$233,100 ",9.01%,113.5,"$151,900 ",1.34%,133.8,"$160,100 ",0.68%,2013,08
Pickering,146.3,"$395,800 ",7.89%,147.6,"$461,700 ",7.03%,151.4,"$352,900 ",8.22%,138.6,"$250,000 ",6.29%,132.9,"$260,200 ",9.11%,2013,08
Scugog,136.3,"$353,700 ",2.95%,140.0,"$360,500 ",2.87%,128.2,"$268,300 ",2.72%,-,-,-,-,-,-,2013,08
Uxbridge,136.8,"$418,300 ",2.47%,137.6,"$426,200 ",1.85%,133.6,"$327,800 ",1.83%,-,-,-,-,-,-,2013,08
Whitby,136.4,"$355,900 ",1.56%,136.6,"$392,400 ",1.94%,140.1,"$309,100 ",4.94%,132.2,"$242,400 ",3.77%,130.5,"$254,600 ",0.62%,2013,08
Dufferin County,146.3,"$335,300 ",3.83%,150.0,"$341,800 ",3.59%,147.4,"$276,300 ",3.08%,-,-,-,-,-,-,2013,08
Orangeville,146.3,"$335,300 ",3.83%,150.0,"$341,800 ",3.59%,147.4,"$276,300 ",3.08%,-,-,-,-,-,-,2013,08
Simcoe County,143.0,"$303,900 ",5.07%,139.6,"$307,900 ",4.88%,147,"$282,300 ",2.94%,-,-,-,-,-,-,2013,08
Adjala-Tosorontio,130.2,"$410,100 ",1.96%,130.2,"$410,500 ",2.20%,-,-,-,-,-,-,-,-,-,2013,08
Bradford West Gwillimbur,153.8,"$382,300 ",3.92%,138.9,"$425,500 ",3.73%,158.5,"$329,500 ",3.19%,-,-,-,-,-,-,2013,08
Essa,143.1,"$324,500 ",5.84%,140.1,"$346,500 ",4.94%,144.3,"$245,800 ",4.64%,-,-,-,-,-,-,2013,08
Innisfil,143.2,"$265,300 ",4.83%,144.3,"$267,900 ",5.64%,146.7,"$228,200 ",-3.17%,-,-,-,-,-,-,2013,08
New Tecumseth,132.1,"$305,100 ",5.18%,129.3,"$333,000 ",4.78%,136.9,"$261,900 ",4.98%,-,-,-,-,-,-,2013,08
