Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change,year,month
Toronto C15,158.1,"$528,600",2.86%,175.0,"$820,300",3.49%,160.9,"$525,100",2.94%,169.1,"$416,600",6.09%,138.5,"$323,700",1.02%,2013,09
Toronto E01,186.4,"$578,900",2.87%,183.0,"$616,500",2.23%,191.6,"$601,100",3.51%,212.2,"$429,100",12.87%,179.1,"$424,800",1.99%,2013,09
Toronto E02,173.8,"$646,500",6.89%,160.6,"$707,300",1.71%,180.8,"$603,000",7.17%,164.3,"$549,200",9.10%,170.8,"$452,000",7.62%,2013,09
Toronto E03,158.8,"$489,200",1.34%,160.8,"$540,200",0.44%,159.6,"$519,700",3.03%,-,-,-,131.3,"$196,400",-0.61%,2013,09
Toronto E04,160.3,"$402,400",6.37%,165.7,"$489,300",7.74%,160.1,"$388,500",5.47%,161.3,"$348,600",3.46%,159.4,"$241,500",5.56%,2013,09
Toronto E05,149.5,"$399,800",5.06%,166.7,"$588,600",7.55%,160.6,"$442,700",4.76%,151.2,"$328,700",5.22%,131.0,"$257,400",1.63%,2013,09
Toronto E06,170.8,"$482,600",4.15%,171.5,"$490,200",4.26%,178.3,"$421,700",6.77%,-,-,-,151.6,"$334,300",4.55%,2013,09
Toronto E07,161.8,"$398,900",9.47%,175.2,"$573,400",13.84%,167.1,"$436,800",8.09%,158.5,"$342,700",7.38%,145.7,"$249,500",9.80%,2013,09
Toronto E08,152.4,"$373,500",5.47%,164.3,"$512,900",4.78%,149.9,"$383,600",1.22%,155.7,"$315,200",3.94%,126.1,"$201,300",5.35%,2013,09
Toronto E09,149.0,"$359,800",8.05%,158.8,"$451,900",8.17%,149.1,"$365,900",5.00%,143.0,"$263,500",8.42%,138.8,"$260,300",7.60%,2013,09
Toronto E10,157.9,"$447,000",7.56%,159.9,"$511,900",6.89%,158.2,"$411,500",4.77%,157.6,"$276,000",13.71%,120.5,"$194,200",17.91%,2013,09
Toronto E11,145.0,"$319,700",1.40%,162.5,"$451,300",4.91%,159.1,"$361,000",9.05%,114.2,"$224,400",0.88%,121.9,"$181,900",-8.28%,2013,09
