Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change
Richmond Hill,214.6,"$778,200",13.85%,229.1,"$973,800",15.07%,219.0,"$664,100",13.77%,175.4,"$490,900",12.01%,158.7,"$330,600",4.89%
Vaughan,199.9,"$722,600",12.56%,192.9,"$803,000",13.67%,206.3,"$627,700",14.04%,191.8,"$524,100",11.84%,168.2,"$373,300",3.64%
Whitchurch-Stouffville,203.0,"$765,400",13.47%,201.6,"$773,600",12.88%,184.6,"$507,100",14.94%,-,-,-,-,-,-
Durham Region,169.4,"$398,500",13.16%,168.2,"$438,400",13.27%,177.4,"$355,500",14.53%,156.5,"$256,600",10.84%,157.1,"$282,400",8.05%
Ajax,179.8,"$444,300",16.00%,178.8,"$478,900",17.86%,187.1,"$402,400",15.64%,170.5,"$311,600",18.16%,148.7,"$252,500",5.61%
Brock,136.0,"$257,000",0.29%,136.8,"$259,100",0.29%,-,-,-100.00%,-,-,-,-,-,-
Clarington,165.2,"$349,500",13.77%,158.4,"$380,700",11.47%,169.9,"$324,400",14.26%,165.3,"$295,900",2.35%,157.9,"$223,500",9.73%
Oshawa,161.8,"$309,900",12.60%,162.2,"$345,500",13.67%,171.2,"$286,800",15.13%,133.7,"$178,900",5.19%,151.6,"$204,600",4.26%
Pickering,176.8,"$478,000",12.40%,176.5,"$551,500",11.29%,185.1,"$431,400",14.05%,173.6,"$311,600",15.73%,164.8,"$322,700",9.50%
Scugog,157.1,"$407,700",6.51%,161.3,"$415,400",6.33%,152.9,"$320,000",6.70%,-,-,-,-,-,-
Uxbridge,158.2,"$483,700",6.96%,158.6,"$491,200",7.02%,153.8,"$377,400",6.44%,-,-,-,-,-,-
Whitby,171.6,"$447,700",13.19%,173.3,"$497,800",13.79%,176.0,"$387,800",13.62%,155.0,"$284,200",8.62%,152.7,"$297,900",7.16%
Dufferin County,168.1,"$385,300",7.55%,174.6,"$397,900",7.64%,164.1,"$307,600",6.70%,-,-,-,-,-,-
Orangeville,168.1,"$385,300",7.55%,174.6,"$397,900",7.64%,164.1,"$307,600",6.70%,-,-,-,-,-,-
Simcoe County,166.3,"$354,500",11.54%,160.7,"$356,100",10.98%,173.8,"$333,500",11.84%,-,-,-,-,-,-
Adjala-Tosorontio,143.7,"$510,000",12.00%,143.7,"$510,000",12.00%,-,-,-,-,-,-,-,-,-
Bradford West,185.1,"$460,000",13.00%,166.7,"$510,600",12.41%,187.7,"$390,200",12.19%,-,-,-,-,-,-
EGswsiallimbury,164.6,"$385,600",12.51%,163.1,"$412,400",13.19%,166.0,"$282,800",12.01%,-,-,-,-,-,-
Innisfil,161.6,"$298,900",9.41%,161.5,"$299,300",9.20%,175.7,"$273,300",8.66%,-,-,-,-,-,-
New Tecumseth,154.6,"$357,100",12.85%,151.0,"$388,900",12.77%,160.7,"$306,800",12.38%,-,-,-,-,-,-
