Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change
Toronto C11,364.9,"1,323,700",9.06%,330.4,"2,378,900",13.46%,356.2,"1,651,700",11.52%,308.8,"534,900",28.45%,385.5,"559,700",5.67%
Toronto C12,285.8,"2,469,100",11.68%,282.6,"3,064,000",13.63%,332.0,"1,365,000",16.29%,248.0,"992,200",16.98%,316.4,"992,000",5.29%
Toronto C13,321.5,"1,203,900",9.17%,327.1,"1,821,000",15.87%,312.5,"974,600",21.08%,291.1,"841,600",13.76%,316.3,"646,200",2.40%
Toronto C14,317.3,"1,077,100",6.76%,356.3,"2,143,400",9.06%,273.2,"1,410,500",6.30%,339.7,"914,800",6.69%,305.7,"769,800",5.67%
Toronto C15,327.1,"1,059,300",9.58%,346.5,"1,626,900",15.58%,293.3,"953,600",19.28%,333.0,"797,000",12.08%,322.2,"741,800",6.51%
Toronto E01,406.0,"1,263,700",13.19%,414.5,"1,460,200",13.84%,423.2,"1,334,700",14.50%,491.8,"899,500",15.26%,314.3,"703,100",3.52%
Toronto E02,366.7,"1,369,000",17.65%,327.0,"1,479,800",22.52%,390.7,"1,307,500",18.65%,378.3,"1,089,600",11.33%,319.1,"906,700",9.77%
Toronto E03,358.3,"1,114,600",15.25%,366.8,"1,246,800",16.30%,348.1,"1,161,900",13.80%,-,-,-,329.9,"493,100",13.96%
Toronto E04,344.8,"850,400",17.20%,329.5,"971,400",21.18%,341.3,"822,500",17.97%,306.6,"651,900",12.02%,391.2,"596,600",15.30%
Toronto E05,307.6,"817,300",15.77%,324.4,"1,142,400",21.41%,316.3,"871,600",22.74%,336.8,"732,400",17.93%,275.4,"565,300",7.03%
Toronto E06,357.1,"993,100",24.17%,368.9,"1,053,800",27.29%,372.7,"886,400",27.68%,325.6,"719,600",14.17%,305.0,"627,900",11.48%
Toronto E07,345.6,"847,200",14.89%,345.3,"1,131,800",18.25%,338.2,"884,300",18.29%,347.4,"752,600",18.53%,346.0,"592,500",11.72%
Toronto E08,352.3,"812,200",22.24%,347.0,"1,081,600",26.04%,319.2,"827,500",27.88%,317.0,"581,200",19.89%,371.2,"506,500",16.58%
Toronto E09,338.1,"807,300",16.71%,334.9,"950,900",23.67%,319.5,"781,400",20.84%,356.4,"641,600",12.61%,340.3,"638,300",11.57%
Toronto E10,350.0,"981,600",19.05%,339.0,"1,086,100",23.54%,342.1,"887,100",21.83%,385.8,"629,400",11.92%,330.4,"533,100",8.72%
Toronto E11,370.8,"790,800",18.20%,354.3,"985,400",21.09%,365.3,"827,500",23.87%,289.0,"567,200",15.60%,468.6,"594,000",18.66%
