Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change
Oshawa,371.9,"709,200",36.38%,352.8,"752,900",35.64%,402.0,"672,800",37.95%,441.6,"550,000",42.82%,326.9,"453,200",23.92%
Pickering,345.1,"921,500",27.72%,331.1,"1,031,500",28.93%,355.2,"828,800",29.07%,373.7,"639,900",27.98%,372.5,"694,900",20.90%
Scugog,303.3,"778,400",31.58%,313.7,"798,000",31.81%,298.0,"623,700",31.86%,-,-,-,-,-,-
Uxbridge,311.0,"976,100",33.42%,315.5,"1,011,200",33.46%,322.7,"785,700",30.44%,-,-,-,-,-,-
Whitby,347.2,"901,700",32.12%,344.8,"991,700",32.21%,358.3,"789,300",33.20%,357.9,"601,300",34.10%,294.6,"533,700",20.74%
Dufferin County,375.7,"861,100",31.92%,391.3,"891,800",31.53%,374.3,"701,400",32.78%,-,-,-,-,-,-
Orangeville,375.7,"861,200",31.92%,391.3,"891,700",31.53%,374.3,"701,400",32.78%,-,-,-,-,-,-
Simcoe County,357.9,"784,100",34.55%,323.1,"728,300",28.37%,369.7,"685,200",33.47%,-,-,-,-,-,-
Adjala-Tosorontio,328.8,"989,500",36.43%,329.1,"992,700",36.56%,-,-,-,-,-,-,-,-,-
Bradford West Gwillimbury,357.7,"871,600",28.72%,315.4,"862,700",13.66%,371.5,"772,000",27.10%,-,-,-,-,-,-
Essa,378.5,"733,600",37.74%,364.9,"736,200",35.40%,386.8,"600,700",41.22%,-,-,-,-,-,-
Innisfil,374.7,"722,600",37.50%,363.3,"699,600",35.06%,393.0,"600,900",41.83%,-,-,-,-,-,-
Barrie,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
New Tecumseth,321.1,"763,000",31.44%,317.6,"805,500",33.90%,356.0,"645,400",36.87%,-,-,-,-,-,-
