Region,ComIndex,Composite,Composite Change,SFDIndex,SingleFamilyDetached,SingleFamilyDetached Change,SFAIndex,SingleFamilyAttached,SingleFamilyAttached Change,THIndex,TownHouse,TownHouse Change,ApaIndex,Apartment,Apartment Change
Toronto W10,340.0,"772,100",13.79%,334.9,"1,004,700",17.96%,334.5,"856,000",14.87%,407.2,"733,000",32.12%,334.0,"463,900",7.40%
Toronto C01,329.6,"814,300",-3.77%,346.0,"1,310,400",0.93%,335.2,"1,173,400",2.35%,315.3,"898,700",5.95%,328.6,"684,100",-4.73%
Toronto C02,305.8,"1,471,500",6.40%,290.1,"2,317,900",16.09%,319.8,"1,677,200",13.40%,297.0,"1,493,400",-2.91%,298.2,"849,500",1.98%
Toronto C03,366.3,"1,913,100",15.52%,351.1,"2,157,700",18.57%,377.3,"1,399,100",19.10%,-,-,-,376.6,"985,100",7.88%
Toronto C04,276.0,"1,718,000",8.24%,283.2,"1,995,300",10.11%,289.2,"1,354,000",9.46%,-,-,-,244.2,"653,200",1.33%
Toronto C06,319.3,"1,243,500",4.89%,313.7,"1,339,800",14.66%,266.1,"984,500",13.91%,286.1,"767,300",12.59%,328.8,"727,200",-1.38%
Toronto C07,297.2,"1,028,200",5.39%,338.4,"1,548,100",13.33%,240.9,"862,100",14.28%,289.0,"814,600",13.29%,276.1,"674,200",-0.75%
Toronto C08,296.6,"775,600",-4.84%,330.4,"1,934,600",9.66%,337.6,"1,610,500",16.13%,318.0,"822,400",4.33%,293.0,"633,400",-6.45%
Toronto C09,213.8,"1,521,200",8.97%,168.1,"2,111,700",15.14%,181.1,"1,473,600",14.19%,281.6,"1,663,100",0.68%,240.4,"796,400",6.99%
Toronto C10,306.1,"1,209,900",-0.23%,295.3,"1,823,200",6.34%,288.8,"1,426,800",7.84%,273.2,"915,800",-0.22%,313.8,"749,400",-2.91%
Toronto C11,315.3,"1,116,400",8.46%,251.9,"1,715,900",14.66%,289.5,"1,343,300",14.52%,276.3,"478,600",17.18%,362.7,"526,600",5.25%
Toronto C12,253.5,"2,162,900",10.89%,234.5,"2,513,300",12.96%,331.0,"1,385,400",20.67%,227.1,"908,600",9.92%,309.8,"971,300",7.31%
Toronto C13,301.2,"1,094,400",8.89%,300.7,"1,603,600",18.95%,280.3,"894,300",23.32%,276.6,"799,600",10.55%,304.0,"621,100",0.93%
Toronto C14,297.6,"973,200",0.34%,307.0,"1,660,700",13.49%,245.1,"1,193,600",13.21%,340.5,"917,000",4.93%,290.9,"732,600",-2.84%
Toronto C15,286.5,"929,700",6.66%,330.5,"1,551,800",13.46%,274.4,"892,100",14.43%,315.4,"754,900",10.98%,266.8,"620,400",2.03%
Toronto E01,409.9,"1,276,500",9.78%,415.6,"1,466,500",16.12%,419.7,"1,323,900",13.07%,466.8,"853,800",8.38%,362.3,"793,600",-2.97%
Toronto E02,350.5,"1,312,600",13.58%,314.6,"1,433,300",17.48%,385.4,"1,290,600",17.90%,354.9,"1,022,200",3.08%,280.9,"768,000",-0.92%
Toronto E03,338.0,"1,039,700",18.02%,347.0,"1,169,900",19.20%,326.1,"1,067,900",19.28%,-,-,-,310.0,"453,000",9.31%
Toronto E04,350.7,"866,700",16.32%,338.9,"999,100",19.84%,350.7,"845,200",16.94%,293.1,"635,400",6.66%,395.3,"608,700",15.89%
Toronto E05,311.8,"818,100",13.55%,331.5,"1,167,400",19.98%,319.6,"880,700",20.79%,311.9,"678,300",15.69%,290.8,"571,200",5.36%
Toronto E06,343.3,"957,300",21.05%,359.8,"1,027,800",25.72%,359.6,"855,200",24.52%,-,-,-,270.6,"572,300",1.50%
Toronto E07,324.4,"795,200",9.30%,328.5,"1,076,700",12.62%,320.1,"837,000",14.16%,321.6,"696,700",17.59%,322.0,"551,400",5.19%
Toronto E08,344.5,"831,300",17.66%,337.8,"1,052,900",23.74%,297.8,"772,000",22.10%,339.9,"693,800",12.89%,359.2,"573,100",9.78%
Toronto E09,328.1,"784,400",11.41%,335.2,"951,700",17.90%,328.7,"803,900",18.24%,345.0,"641,100",7.31%,318.8,"598,000",5.74%
Toronto E10,341.4,"956,800",18.34%,331.4,"1,061,800",21.66%,336.6,"872,800",22.62%,379.5,"662,500",12.48%,314.8,"507,900",8.66%
Toronto E11,356.9,"780,600",17.44%,360.8,"1,003,500",19.39%,373.9,"846,900",22.43%,270.9,"531,700",15.13%,414.8,"619,100",16.98%
